id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
373	cognitive function	0.7728	0.6141	3	16	248	26	2019	0.1154	0.1052
374	coi	0.2838	-0.4509	12	12	30	5	2019	0.4	0.3648
375	collagen	-0.7734	0.2792	18	117	645	29	2019	1.6552	1.5095
376	collagen density	-1	0.204	4	26	261	10	2019	0	0
377	collagen synthesis	-0.7875	0.3576	18	35	344	10	2019	0.1	0.0912
378	college student	0.7339	-0.392	3	11	39	5	2019	0	0
379	color gradation	-0.4925	-0.5333	2	15	176	9	2019	0	0
380	colorectal cancer	1.0111	0.7212	9	6	46	6	2019	38.3333	34.9597
381	commercial feed	-0.3167	-0.2959	2	47	437	19	2019	0	0
382	common carp	-0.2065	-0.0982	2	24	108	8	2019	0.625	0.57
383	communal septic tank	0.1825	-0.2841	5	6	45	6	2019	1	0.912
384	communication quality	0.7224	0.136	10	3	55	5	2019	0	0
385	community empowerment	0.9129	0.148	9	11	81	8	2019	0	0
386	community leader	1.1414	0.1478	1	25	98	10	2019	0.4	0.3648
387	competition	0.8432	-0.0762	9	43	262	24	2019	1.4583	1.33
388	competitive advantage	1.1869	-0.1469	1	43	90	7	2019	2.7143	2.4754
389	complementary feeding	0.7677	0.1403	9	7	105	7	2019	0	0
390	complete data	0.2855	0.2652	10	10	79	5	2019	1	0.912
391	complete feed	-0.3037	-0.1733	21	6	50	5	2019	0	0
392	complete mitochondrial genome	0.5192	-0.9261	12	44	530	31	2019	0.5161	0.4707
393	complete randomized design	-0.3834	-0.1985	15	50	136	7	2019	0.1429	0.1303
394	completely randomized design	-0.2512	-0.1918	2	54	151	7	2019	0.5714	0.5211
395	completeness	0.804	0.1581	9	11	75	7	2019	0	0
396	compressive strength	-0.6573	-0.3951	5	62	242	13	2019	0.2308	0.2105
397	compressive strength test	-0.5452	-0.4651	5	50	122	6	2019	0.5	0.456
398	computational modelling	-0.5518	-0.603	7	22	127	5	2019	1.4	1.2768
399	consecutive day	-0.4862	0.5792	8	80	312	12	2019	4.5	4.104
400	construction worker	0.7836	-0.3444	3	9	66	6	2019	0	0
401	consumer	0.7859	-0.1381	1	68	240	16	2019	2.0625	1.881
402	contact time	-0.4701	-0.5616	7	37	204	13	2019	0.6923	0.6314
403	contamination	-0.2921	-0.4931	2	92	497	27	2019	1.4074	1.2835
404	continuous flow column	-0.1404	-0.4245	7	18	343	12	2019	0.3333	0.304
405	contraception	1.0792	0.1821	3	10	177	14	2019	0.5714	0.5211
406	control effort	0.2501	-0.4866	5	48	106	7	2019	0.2857	0.2606
407	control region	0.5223	-0.9246	12	43	289	16	2019	0.625	0.57
408	conventional bank	1.0541	-0.1648	1	24	113	7	2019	1.1429	1.0423
409	conventional method	-0.3155	-0.2006	2	29	93	9	2019	0.1111	0.1013
410	cooperation	1.1429	-0.0253	1	34	153	14	2019	0.4286	0.3909
411	copper	-0.4664	-0.4008	7	69	183	8	2019	0.875	0.798
412	core	0.1348	-0.5863	6	30	54	6	2019	1.3333	1.216
413	cornstarch	-0.2728	-0.3548	15	10	100	5	2019	0	0
414	corporate social responsibility	0.9931	-0.2496	1	21	60	5	2019	0.4	0.3648
415	corporate social responsibility disclosure	1.0595	-0.2039	1	17	56	9	2019	5	4.56
416	correlate	0.1671	0.1381	15	31	165	11	2019	1.2727	1.1607
417	cortisol level	0.4931	0.6112	3	13	123	9	2019	0	0
418	counselling	0.1961	0.537	19	9	89	9	2019	0.1111	0.1013
419	couple	0.4987	-0.076	3	18	81	7	2019	0.4286	0.3909
420	cow	-0.2341	0.09	21	55	541	53	2019	0.6792	0.6195
421	cow manure	0.0751	-0.2647	2	5	98	7	2019	0	0
422	coworker	1.3251	0.1592	3	5	138	6	2019	0	0
423	cox1	0.5288	-0.962	12	36	175	9	2019	0.6667	0.608
424	cpg	1.4622	-0.0746	1	2	24	12	2019	3	2.736
425	cqina	-0.6332	-0.349	13	10	78	6	2019	2	1.824
426	crd	-0.2551	-0.1983	2	113	325	15	2019	0.2667	0.2432
427	creative accounting practice	1.024	-0.2094	1	10	120	6	2019	0	0
428	crf01 ae	0.4765	0.0392	10	10	63	5	2019	0.8	0.7296
429	crispy noodle	-0.0247	-0.1752	15	10	78	6	2019	1	0.912
430	critical care nurse	1.1537	0.3954	3	3	84	7	2019	1	0.912
431	critical value	1.1423	0.0482	1	5	33	5	2019	1	0.912
432	crm	1.0484	-0.0899	1	11	125	5	2019	3	2.736
433	cronbachs alpha	0.9403	0.0724	3	13	62	5	2019	0.6	0.5472
434	crop	-0.2493	0.0682	23	35	186	9	2019	1.3333	1.216
435	crowding	-0.0834	0.5177	4	4	26	11	2019	0	0
436	crp	-0.0832	0.5821	8	35	207	14	2019	0.8571	0.7817
437	crucial role	1.1271	0.0416	1	32	74	5	2019	1	0.912
438	crude	-0.6026	0.2216	8	52	206	9	2019	3.7778	3.4453
439	crude polysaccharide	-0.5091	0.3655	8	26	198	9	2019	1	0.912
440	crude protein	-0.3062	-0.234	2	67	240	10	2019	0.2	0.1824
441	crystalline silica	0.3512	-0.4628	5	6	30	5	2019	1	0.912
442	crystallinity	-0.6246	-0.3129	13	37	161	11	2019	0.6364	0.5804
443	csr disclosure	1.0273	-0.2096	1	10	105	5	2019	0	0
444	csr expenditure	1.0536	-0.1902	1	8	70	7	2019	2	1.824
445	csv	0.8804	-0.3297	1	6	96	8	2019	0	0
446	cultivation	-0.1906	-0.4572	2	123	644	30	2019	1.0333	0.9424
447	culture medium	-0.4185	-0.1216	2	84	270	13	2019	1.1538	1.0523
448	curcumin	-0.6885	0.2652	14	43	584	24	2019	0.5417	0.494
449	current study	-0.971	0.3696	22	44	151	6	2019	1	0.912
450	customer	0.8771	-0.0749	1	73	448	28	2019	1.3571	1.2377
451	customer expectation	1.1657	-0.0583	1	5	56	7	2019	5	4.56
452	customer loyalty	1.0923	-0.0795	1	14	130	11	2019	2	1.824
453	customer satisfaction	0.717	0.1362	10	40	288	22	2019	0.5	0.456
454	customer service	1.0558	-0.0864	1	15	130	6	2019	2.5	2.28
455	cuttlefish bone	-1.0799	0.1981	4	22	318	11	2019	0.1818	0.1658
456	cxcl13	-0.909	0.9085	8	8	192	8	2019	0	0
457	cyclooxygenase	-0.776	0.3552	23	45	104	7	2019	0.8571	0.7817
458	cyp2e1 enzyme	-0.0231	-0.575	5	25	166	7	2019	0	0
459	cyprinus carpio	-0.2933	-0.0699	2	54	162	12	2019	0.75	0.684
460	cyst	0.1888	0.2923	16	5	107	9	2019	8	7.2959
461	cytb	0.5081	-0.9707	12	29	100	5	2019	0.8	0.7296
462	cytokine	-0.3897	0.4375	14	152	748	34	2019	0.8824	0.8047
463	cytotoxic effect	-0.7412	0.1522	11	45	110	6	2019	4	3.648
464	cytotoxicity	-0.6716	0.1075	11	72	243	15	2019	2.1333	1.9456
465	cytotoxicity test	-0.7076	-0.0618	13	54	142	7	2019	1.4286	1.3028
466	d loop	0.5212	-0.9417	12	42	247	13	2019	0.7692	0.7015
467	d salina	-0.2081	-0.7628	15	5	115	5	2019	1	0.912
468	dalys	0.9686	0.7224	9	3	72	8	2019	113	103.0552
469	daphnia	-0.0334	-0.2227	2	14	102	6	2019	0	0
470	dayak onion	-0.3734	0.0369	21	9	84	6	2019	1	0.912
471	dayak pitap tribe	0.9761	0.135	9	8	98	9	2019	0	0
472	dayak tribe	0.8376	0.2611	9	5	90	5	2019	0	0
473	dbm	-0.1614	-0.4661	6	51	159	9	2019	1.3333	1.216
474	defect	-0.6922	0.2513	18	124	801	37	2019	2.3784	2.1691
475	definition	1.438	-0.0638	1	12	48	6	2019	1.5	1.368
476	degradation	-0.4618	-0.0465	18	124	669	32	2019	1.3438	1.2255
477	deletion	0.2856	0.4495	19	48	276	14	2019	0.8571	0.7817
478	dementia	0.9283	0.4898	3	16	260	23	2019	0.4348	0.3965
479	demersal danish seine	0.238	-0.3774	2	5	30	5	2019	1	0.912
480	democracy	1.015	0.0253	1	7	52	6	2019	0.1667	0.152
481	demonstration method	0.5495	0.5227	3	2	25	5	2019	0	0
482	dendritic cell	-0.4651	0.5308	14	20	222	9	2019	0	0
483	dengue fever	0.2107	-0.0659	16	10	123	13	2019	2.0769	1.8941
484	dengue hemorrhagic fever case	1.3902	-0.1139	1	2	35	5	2019	1	0.912
485	denpasar	0.6668	-0.0046	1	27	185	9	2019	1.6667	1.52
486	dental health behavior	0.8879	0.0775	3	5	26	6	2019	0.3333	0.304
487	denv	-0.3655	0.1732	11	13	182	13	2019	1.6154	1.4732
488	deposition	-0.5562	-0.2408	18	89	271	13	2019	1.0769	0.9821
489	depression level	0.9406	0.5012	3	8	83	7	2019	1.1429	1.0423
490	depressive symptom	0.7657	0.1743	15	3	45	7	2019	0.8571	0.7817
491	derivative	-0.1966	-0.0651	11	45	185	17	2019	2.5882	2.3605
492	descriptive analysis	0.4197	-0.0181	7	73	306	19	2019	0.4737	0.432
493	design methodology approach	1.2391	-0.0761	1	101	407	25	2019	2	1.824
494	determinant factor	0.9621	0.0841	9	17	74	7	2019	0.4286	0.3909
495	dextrose	-0.1796	0.445	16	22	109	8	2019	0	0
496	dfdbbx	-0.872	0.3647	4	15	140	5	2019	1	0.912
497	dha	-0.3295	-0.4009	2	21	207	11	2019	0	0
498	dhf patient	-0.6911	1.1549	8	2	36	6	2019	0	0
499	diabetes dance	-1.0485	0.5021	23	1	20	5	2019	0	0
500	diabetic control	-0.5895	0.4943	8	35	145	5	2019	9.6	8.7551
501	diabetic mouse	-0.5987	0.4457	8	46	704	27	2019	8.5556	7.8026
502	diabetic rat	-0.7149	0.2534	4	61	203	9	2019	2.7778	2.5333
503	diabetic retinopathy	-0.0355	0.1798	16	11	47	8	2019	1.5	1.368
504	diastolic blood pressure	-0.1182	0.65	8	23	101	6	2019	2	1.824
505	diatom	-0.0778	-0.6789	2	25	202	9	2019	1.5556	1.4187
506	diesel	-0.3569	-0.3337	2	10	126	7	2019	12	10.9439
507	dietary diversity	0.453	0.241	3	19	268	18	2019	0.5	0.456
508	dietary intake	0.1299	0.3583	8	11	77	9	2019	0.3333	0.304
509	dietary quantity	0.419	0.2716	3	13	145	5	2019	0	0
510	differentiation	-0.6741	0.4742	4	143	812	32	2019	0.9062	0.8265
511	digestive tract	-0.3864	-0.095	23	48	192	8	2019	0.5	0.456
512	dimension	0.7975	-0.1381	3	70	456	47	2019	0.7447	0.6791
513	dimethoxyphenyl	-0.3372	-0.1233	11	3	36	9	2019	0	0
514	dimethylthiazol	-0.8005	0.2344	11	79	185	8	2019	3.125	2.85
515	diode laser	-0.7897	-0.4	20	44	328	11	2019	2	1.824
516	diphenyl	-0.714	0.2139	11	38	86	5	2019	3.4	3.1008
517	diphenyltetrazolium bromide	-0.758	0.2155	11	58	133	6	2019	3.8333	3.496
518	diponegoro university semarang	0.0612	-0.4309	5	23	98	5	2019	0	0
519	discovery	0.1559	0.2261	10	24	81	8	2019	0.875	0.798
520	disease activity	-0.1453	0.6385	8	18	125	10	2019	2.1	1.9152
521	disparity	1.1549	-0.0476	1	15	79	15	2019	4.2667	3.8912
522	disruption	-0.0194	0.5447	14	39	141	10	2019	0.2	0.1824
523	distilled liquid smoke	-0.5606	0.0226	2	12	110	5	2019	4	3.648
524	distilled water	-0.8709	0.0849	22	111	486	18	2019	0.8889	0.8107
525	distilled water swab	-0.8163	-0.0215	16	4	25	5	2019	0	0
526	distribution pattern	0.4125	-0.3179	7	14	109	6	2019	0.3333	0.304
527	disturbance	-0.316	0.5003	8	50	122	8	2019	0.75	0.684
528	diuretic	-0.6956	0.9317	10	6	64	7	2019	0	0
529	diuretic therapy	-0.6912	0.9219	10	6	54	5	2019	0	0
530	dls	-1.2363	0.3369	22	53	507	11	2019	2.4545	2.2385
531	dmba	-0.8945	0.4681	21	18	119	5	2019	2.4	2.1888
532	dmf t	0.1666	0.5274	17	15	67	9	2019	2.2222	2.0267
533	dmf t index	-0.003	0.2749	17	8	138	6	2019	0	0
534	dna barcode	0.2388	-0.4308	12	11	70	6	2019	0	0
535	dog	-0.0984	0.2225	16	19	304	12	2019	0.6667	0.608
536	dominance index	0.0479	-0.6699	2	8	38	6	2019	0.6667	0.608
537	double blind	-0.4842	0.4908	14	24	70	6	2019	0.1667	0.152
538	double burden	0.1348	0.0519	15	4	128	8	2019	1	0.912
539	double hedging strategy	0.8633	0.0009	9	9	120	6	2019	0	0
540	dpph	-0.5095	0.0355	11	43	142	9	2019	2	1.824
541	dr soetomo hospital surabaya	0.5091	0.3921	10	27	174	11	2019	0	0
542	dracaena marginata	-0.2055	-0.5897	12	3	32	8	2019	0	0
543	drop	-0.3785	-0.5181	6	38	59	8	2019	0.5	0.456
544	drop casting technique	-0.4102	-0.7094	6	45	77	5	2019	2.6	2.3712
545	drought	0.8976	0.2317	19	1	7	7	2019	1	0.912
546	drug resistance	0.2186	0.0849	10	33	103	7	2019	0.2857	0.2606
547	drug user	0.1769	0.5485	17	2	25	5	2019	4	3.648
548	dry spirullina	0.0681	-0.3124	15	10	100	5	2019	0	0
549	dry weight	-0.657	-0.2422	13	66	318	14	2019	0.2857	0.2606
550	dsc	-0.5915	-0.304	13	35	86	5	2019	2.2	2.0064
551	dses ina	0.8666	0.1354	3	4	30	5	2019	1	0.912
552	dual motive	1.2249	0.0398	1	5	45	5	2019	2	1.824
553	duck	-0.0038	0.0214	14	18	219	9	2019	0	0
554	duncan	-0.279	-0.4149	2	53	161	8	2019	0.375	0.342
555	duncan test	-0.4287	-0.132	15	63	159	6	2019	0	0
556	dwt	0.0265	0.2564	4	12	42	5	2019	1	0.912
557	dye	-0.4112	-0.414	7	44	216	14	2019	4.9286	4.4948
558	dynamic light scattering	-1.4649	0.4449	22	42	323	5	2019	2.4	2.1888
559	dynamic ratio correlation	-0.0694	-0.7919	2	17	152	5	2019	0	0
560	dynein atpase	-0.4842	0.3375	21	7	84	6	2019	0	0
561	dyslipidemia	0.4205	0.4093	8	8	119	17	2019	2	1.824
562	dysmenorrhea	0.8488	0.2581	3	3	40	6	2019	0.6667	0.608
563	dyspepsia patient	-0.1034	0.5643	10	17	102	5	2019	0	0
564	dyspeptic patient	-0.0645	0.4737	10	36	131	8	2019	0.875	0.798
565	e catalogue	1.278	-0.0282	1	4	60	12	2019	3.75	3.42
566	e coli	-0.1871	-0.2957	2	56	217	13	2019	0.7692	0.7015
567	e tenella	-0.5493	0.099	14	11	186	8	2019	0	0
568	e14	-0.9011	0.4872	4	12	108	6	2019	7	6.3839
569	early diagnosis	0.2559	0.2939	16	14	45	5	2019	0.4	0.3648
570	earnings management	1.1885	-0.1322	1	10	52	9	2019	0.3333	0.304
571	east kalimantan	-0.2305	0.2088	19	18	157	9	2019	2.5556	2.3306
572	east surabaya	0.1379	-0.2751	5	16	49	7	2019	0.8571	0.7817
573	ebf	0.8466	0.0454	9	4	64	8	2019	0	0
574	ecc	0.0737	0.2653	17	17	120	9	2019	1.8889	1.7227
575	economic growth	1.0329	-0.0419	1	18	158	21	2019	2.6667	2.432
576	economic loss	0.4755	-0.3918	1	35	182	9	2019	0.5556	0.5067
577	economic value	0.6284	-0.351	1	35	107	9	2019	0.2222	0.2027
578	ecr	0.3768	-0.495	5	13	179	7	2019	1.4286	1.3028
579	ectoparasite	-0.0674	-0.4739	2	42	486	31	2019	0.5806	0.5295
580	ectoparasite infestation	-0.0807	-0.4983	2	16	98	5	2019	0	0
581	edfa	-0.1349	-0.717	6	30	119	7	2019	1.1429	1.0423
582	edfl	-0.4373	-0.9032	6	60	414	18	2019	4.8333	4.408
583	edfl cavity	-0.4386	-0.9852	6	37	117	5	2019	6.2	5.6544
584	edg	-0.3502	0.357	21	7	189	9	2019	0	0
585	edh	0.4343	0.1641	10	6	63	9	2019	1	0.912
586	edx	-0.5876	-0.4768	6	59	137	9	2019	0.3333	0.304
587	eeg	0.4184	0.1583	16	17	108	14	2019	0.9286	0.8469
588	eeg signal	0.3997	0.1264	16	13	74	6	2019	1.3333	1.216
589	eel	-0.2974	-0.221	2	25	363	24	2019	1.2083	1.102
590	effective concentration	-0.5224	0.0011	14	44	93	6	2019	0	0
591	effective dose	-0.2462	-0.4118	5	34	190	9	2019	0	0
592	effective treatment	-0.311	0.143	10	50	112	5	2019	1.6	1.4592
593	egf	-0.9371	0.5045	18	25	184	6	2019	0	0
594	egfr	0.3725	0.6409	9	12	83	6	2019	0	0
595	egg production	-0.5776	-0.2333	2	7	58	6	2019	0.1667	0.152
596	elder	0.8602	0.6448	3	15	120	9	2019	0.1111	0.1013
597	elderly patient	0.1673	0.2454	16	12	57	13	2019	0	0
598	electricity consumption	1.5541	-0.1338	1	3	40	5	2019	0	0
599	electron microscopy	-0.5967	-0.252	13	86	222	10	2019	2.4	2.1888
600	elementary student	0.5355	0.5136	3	5	25	5	2019	0.4	0.3648
601	elisa method	-0.1291	0.6013	8	51	164	10	2019	0.6	0.5472
602	elisa reader	-0.7944	-0.241	20	48	129	7	2019	1.1429	1.0423
603	ellagic acid	-0.6146	0.49	19	31	248	10	2019	0.6	0.5472
604	elm	0.4233	0.1353	16	11	59	7	2019	3.5714	3.2571
605	embryonated chicken egg	-0.5206	0.1372	4	27	79	5	2019	1.4	1.2768
606	emergency department	0.6618	0.1288	10	13	95	8	2019	0.375	0.342
607	emergency handover	0.7912	0.0539	10	4	40	5	2019	1	0.912
608	emg signal	0.2771	-0.2573	6	5	27	9	2019	1.3333	1.216
609	empirical evidence	1.1666	-0.0869	1	61	273	15	2019	3.3333	3.04
610	empirical study	1.0716	-0.0982	1	34	73	9	2019	0.7778	0.7093
611	employee	1.2296	0.0026	3	56	432	51	2019	0.4706	0.4292
612	employee performance	1.3004	-0.0094	3	16	85	11	2019	2.2727	2.0727
613	endothelial dysfunction	-0.2532	0.8128	8	37	151	6	2019	1	0.912
614	endothelial dysfunction model	-0.2645	0.8833	17	6	70	5	2019	0	0
615	endothelial nitric oxide synthase	-0.2443	0.8024	8	16	111	5	2019	1.2	1.0944
616	energy dispersive x ray	-0.5205	-0.6024	6	35	73	5	2019	0.4	0.3648
617	eno	-0.2643	0.8335	8	16	121	5	2019	0.4	0.3648
618	entrepreneurship	0.8868	-0.3398	1	5	71	9	2019	4.2222	3.8506
619	environmental condition	-0.0112	-0.3943	12	38	114	9	2019	0.3333	0.304
620	environmental organizational legitimacy	1.4334	-0.1536	1	15	432	9	2019	9	8.2079
621	enzyme linked immunosorbent assay	-0.477	0.3899	20	45	139	6	2019	0.1667	0.152
622	eosinophil	-0.6515	0.0368	18	36	262	7	2019	0.5714	0.5211
623	epa	-0.3135	-0.4142	2	35	258	12	2019	0	0
624	epo	-0.9845	-0.1739	13	15	174	7	2019	1.2857	1.1726
625	equilibrium	0.4804	-0.2412	1	30	151	23	2019	0.1739	0.1586
626	equity capital	1.2135	-0.1633	1	6	84	7	2019	0	0
627	erbium	-0.3895	-0.9476	6	48	157	8	2019	4.875	4.446
628	erbium doped fiber laser	-0.4083	-0.8544	6	68	495	23	2019	3.8261	3.4894
629	erlotinib	0.7117	0.5643	9	5	45	5	2019	0	0
630	erw	-1.0056	0.5222	4	26	246	9	2019	0.3333	0.304
631	erythrocyte	-0.2715	-0.1605	2	49	322	12	2019	0.3333	0.304
632	erythromycin	-0.1129	-0.0939	2	20	108	7	2019	0.8571	0.7817
633	erythropoietin	-1.1971	0.0245	13	23	173	8	2019	1.5	1.368
634	esat	-0.4356	0.641	14	8	40	5	2019	1	0.912
635	esbl	0.0557	-0.4129	12	9	79	11	2019	0.3636	0.3316
636	escherichia coli	-0.4122	-0.2358	2	129	728	44	2019	0.4773	0.4353
637	essential hypertension	0.4983	0.4413	19	6	222	13	2019	1.3846	1.2628
638	estrogen	-0.8684	0.3919	4	44	223	11	2019	1.9091	1.7411
639	estrogen receptor	-0.323	0.2666	11	14	59	6	2019	0	0
640	estuary	0.1975	-0.6236	12	46	252	19	2019	2.1579	1.968
641	eswt	-0.94	0.7327	4	6	98	7	2019	0	0
642	ethanol	-0.7216	0.0385	11	172	1212	63	2019	0.254	0.2316
643	ethanol extract	-0.5902	0.2164	11	51	139	8	2019	0	0
644	ethanol solvent	-0.9912	-0.0967	7	20	99	5	2019	0	0
645	ethic	0.8973	-0.0927	1	12	76	11	2019	0.8182	0.7462
646	ethyl acetate fraction	-0.7561	-0.0744	15	19	151	7	2019	0	0
647	etlingera	-0.6384	0.2886	17	13	296	8	2019	0	0
648	excess cancer risk	0.3762	-0.4931	5	13	179	7	2019	1.4286	1.3028
649	exclusive breastfeeding	0.7531	0.0828	9	36	368	41	2019	0.7317	0.6673
650	exclusive breastfeeding behavior	0.7181	0.2585	1	6	108	6	2019	0	0
651	experimental animal	-0.1782	-0.3499	5	93	379	17	2019	0.1765	0.1609
652	experimental laboratory study	-0.6893	0.3299	4	103	270	9	2019	1.1111	1.0133
653	experimental method	-0.3495	-0.1632	2	111	288	13	2019	0.7692	0.7015
654	experimental result	-0.0006	-0.3256	16	76	152	15	2019	1.0667	0.9728
655	exposure time	-0.4118	-0.427	20	54	206	9	2019	1.1111	1.0133
656	expression	-0.6819	0.4432	4	464	7698	336	2019	1.3601	1.2404
657	extracellular matrix	-0.8666	0.1845	18	88	256	7	2019	0	0
658	extract	-0.5781	-0.0032	11	194	997	55	2019	2.3455	2.139
659	extreme learning machine	0.3947	0.0369	16	15	66	7	2019	2.2857	2.0846
660	eye	-0.476	0.2397	16	119	452	24	2019	0.75	0.684
661	fabrication	-0.6376	-0.3928	6	58	134	8	2019	0.25	0.228
662	family ability	0.919	0.5031	10	7	68	7	2019	0.2857	0.2606
663	family burden	0.9136	0.4688	10	12	137	11	2019	0.1818	0.1658
664	family empowerment	0.7119	0.2552	1	6	143	11	2019	0	0
665	family factor	0.7766	0.4868	10	16	40	5	2019	0	0
666	family medicine practice	0.753	0.0463	1	3	21	7	2019	0	0
667	family planning	0.5999	0.0346	3	7	42	7	2019	0	0
668	family resilience	0.9114	0.4515	10	12	138	9	2019	0	0
669	family role	0.7428	0.2947	1	7	65	5	2019	0	0
670	family stigma	0.8904	0.4705	10	7	92	9	2019	0	0
671	fat content	-0.0956	-0.2318	15	33	160	10	2019	0	0
672	fatty acid	-0.4578	-0.0542	11	58	159	15	2019	2.3333	2.128
673	fbg	-0.2041	0.1316	17	28	211	11	2019	1.1818	1.0778
674	fbs	-0.8042	0.4408	18	62	331	10	2019	0	0
675	fcr	-0.3046	-0.258	2	26	156	8	2019	0.625	0.57
676	fdi	1.0092	0.0192	1	9	60	8	2019	0.375	0.342
677	fece	-0.2434	-0.0907	23	21	97	7	2019	1	0.912
678	feed	-0.227	-0.1975	2	133	671	46	2019	0.6957	0.6344
679	feed conversion ratio	-0.3073	-0.2713	2	33	132	7	2019	0.2857	0.2606
680	female adolescent	0.7983	0.2545	3	12	69	7	2019	0.8571	0.7817
681	female circumcision	0.7479	-0.1133	3	2	54	9	2019	0	0
682	female daily smoker	1.0397	0.0417	1	1	30	5	2019	0	0
683	female worker	0.6984	-0.1068	5	23	431	34	2019	0.5882	0.5365
684	fermentation	-0.226	-0.2949	15	34	168	12	2019	0.25	0.228
685	fermentation time	-0.5131	-0.2159	15	5	45	5	2019	0	0
686	fertilizer industry x	0.4397	-0.3512	5	12	208	8	2019	0	0
687	fes	0.1614	-0.134	2	8	44	5	2019	1.4	1.2768
688	fgf	-0.8737	0.281	4	44	384	14	2019	0.7143	0.6514
689	fiber	-0.3635	-0.5468	6	191	1242	79	2019	1.5696	1.4315
690	fiber laser	-0.3421	-0.8574	6	80	603	37	2019	3.5135	3.2043
691	fibre laser	-0.392	-0.8677	6	56	290	17	2019	2.2353	2.0386
692	fibrin glue	-0.6909	0.2752	18	52	299	10	2019	0	0
693	fibrinolytic enzyme	-0.238	-0.6164	5	6	75	5	2019	0	0
694	fibroblast	-0.8289	0.2016	4	109	761	28	2019	0.1429	0.1303
695	fibroblast growth factor	-0.9588	0.3431	4	51	205	6	2019	1.3333	1.216
696	fibroblast proliferation	-0.9886	0.216	4	33	200	7	2019	0	0
697	fibrosis	-0.1967	0.4129	18	90	900	36	2019	1.6667	1.52
698	fiii	-0.8034	-0.1571	13	7	110	5	2019	0	0
699	film	-0.4247	-0.6656	6	104	650	40	2019	2.475	2.2572
700	film sa	-0.4361	-0.9795	6	35	199	8	2019	9.125	8.3219
701	filter paper	0.3254	0.6415	19	6	72	6	2019	0	0
702	filter paperase	-0.5332	-0.3674	2	9	90	5	2019	0	0
703	finance	1.0167	-0.0649	1	25	183	10	2019	0.8	0.7296
704	financial performance	1.2183	-0.1604	1	43	332	27	2019	1.2963	1.1822
705	financing	1.0554	-0.0776	1	32	192	26	2019	0.8462	0.7717
706	finasteride	-0.2727	0.2255	4	17	96	5	2019	0.2	0.1824
707	firefly algorithm	0.2377	-0.0172	16	11	54	6	2019	1.1667	1.064
708	firm	1.1895	-0.1643	1	82	677	64	2019	6.3906	5.8282
709	firm performance	0.9776	-0.3049	1	17	127	14	2019	5.6429	5.1462
710	firm size	1.1349	-0.1802	1	21	113	10	2019	5.9	5.3808
711	firm value	1.1447	-0.1694	1	20	133	14	2019	1.0714	0.9771
712	first group	-0.4296	0.2887	14	60	154	8	2019	0.375	0.342
713	first record	0.285	-0.564	12	11	38	7	2019	1.7143	1.5634
714	first report	-0.1759	-0.2963	2	40	76	7	2019	1.4286	1.3028
715	first time	-0.1369	-0.7332	12	96	203	9	2019	2.4444	2.2293
716	fish farming	-0.2786	-0.2381	2	38	131	6	2019	0.8333	0.76
717	fisherman	0.1272	-0.3914	2	22	71	5	2019	1	0.912
718	fishery	-0.1486	-0.35	2	66	217	14	2019	0.2143	0.1954
719	fitase enzyme	-0.2758	-0.2825	2	14	145	5	2019	0	0
720	flat gain	-0.1335	-0.7606	6	17	106	7	2019	0.2857	0.2606
721	flavobacterium	-0.2826	-0.3564	2	24	194	7	2019	0	0
722	flavonoid	-0.7055	0.0277	4	108	414	18	2019	0.7222	0.6587
723	flour	-0.1491	-0.2484	15	48	596	42	2019	0.1667	0.152
724	flow cytometry	-0.585	0.4021	8	57	141	8	2019	3.625	3.306
725	flow rate	0.0045	-0.1685	17	47	370	21	2019	0.9048	0.8251
726	flt3	0.5734	0.7513	19	7	125	5	2019	0	0
727	fluid restriction	0.795	0.2501	3	3	104	12	2019	0	0
728	fluorobenzylidene	-0.7095	-0.3326	13	7	70	5	2019	0	0
729	fluorophenyl	-0.4363	0.0175	11	9	126	7	2019	1	0.912
730	fluvoxamine	-0.6899	0.7348	14	10	168	8	2019	2	1.824
731	flux	-0.245	-0.2964	17	42	173	8	2019	1	0.912
732	fmnl1	-0.2368	0.3645	16	7	54	6	2019	1	0.912
733	foetus	-0.245	0.9615	17	10	125	5	2019	0.2	0.1824
734	food insecure area	0.1159	-0.101	15	21	79	5	2019	0.8	0.7296
735	food insecurity	0.756	0.1598	15	3	57	12	2019	0.5833	0.532
736	food intake	0.6659	0.1326	3	23	151	13	2019	0.3846	0.3508
737	force sensor	-0.3004	-0.7419	6	1	25	5	2019	0	0
738	formaldehyde	-0.4674	-0.0703	14	26	195	9	2019	0.3333	0.304
739	formaldehyde concentration	-0.2308	-0.6435	6	14	53	5	2019	0	0
740	formalin	-0.3486	0.1864	2	25	96	6	2019	0	0
741	foundry sand	-0.256	-0.5541	5	8	38	5	2019	0	0
742	fourier	-0.5988	-0.2213	13	96	223	11	2019	3.7273	3.3992
743	fp ase	-0.5315	-0.3688	2	9	90	5	2019	0	0
744	fraction	-0.5234	0.0242	8	110	687	41	2019	1.3171	1.2012
745	frailty state	-0.5157	0.6332	11	1	24	6	2019	8	7.2959
746	fraud	1.2853	-0.0754	1	5	18	6	2019	0	0
747	free radical	-0.6802	-0.1568	7	39	137	7	2019	1	0.912
