id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
372	ecotourism	1.0391	0.0206	1	17	91	10	2019	0.2	0.2507
373	edible film	-0.6725	-0.5765	2	31	424	19	2019	0.3684	0.4618
374	education	0.9099	0.1139	3	84	567	34	2019	1.1471	1.4377
375	edx	-0.7267	-0.689	2	36	108	5	2019	0	0
376	edx result	-0.6717	-0.6807	2	42	108	5	2019	0	0
377	effectivity	0.854	-0.1405	3	30	149	11	2019	0	0
378	efficacy	-0.6328	0.2478	6	98	349	16	2019	0.5	0.6267
379	el nino	0.7639	-0.1574	5	48	149	10	2019	0.1	0.1253
380	el nino event	0.8198	-0.209	12	11	88	9	2019	0.1111	0.1393
381	el nino southern oscillation	0.7774	-0.268	14	25	112	6	2019	0.3333	0.4178
382	electric sprayer	-0.1241	0.0107	16	2	25	5	2019	0	0
383	electrical property	-0.6484	-0.5958	2	19	72	7	2019	0.4286	0.5372
384	electrode	-0.6227	-0.4541	2	40	139	11	2019	0.1818	0.2279
385	electron microscopy	-0.7407	-0.5244	2	91	238	13	2019	1.3077	1.639
386	electroporation	-0.081	1.2011	10	18	256	9	2019	2.8889	3.6208
387	elephant	1.2029	-0.2032	19	11	127	13	2019	0.2308	0.2892
388	elephant grass	-0.9056	-0.3312	2	17	316	14	2019	0	0
389	elongation	-0.2154	-0.4859	18	45	178	9	2019	0.1111	0.1393
390	employee	1.0989	-0.1064	3	11	79	10	2019	0	0
391	encapsulation	-0.5107	0.0456	6	35	208	17	2019	1.2941	1.622
392	endophytic bacterial consortium	-0.2461	0.1414	16	16	238	7	2019	1	1.2534
393	endophytic bacterium	-0.8452	0.1683	13	19	180	10	2019	0	0
394	endophytic fungi	-0.4056	-0.0589	10	22	118	13	2019	0.1538	0.1928
395	enggano island	1.168	0.3717	1	18	298	10	2019	1.8	2.256
396	engraulid fish	0.2819	0.4257	1	3	25	5	2019	0	0
397	enrichment	0.0171	0.1392	16	59	211	13	2019	1	1.2534
398	enso	0.7077	-0.2396	14	32	304	19	2019	0.1053	0.1319
399	entrepreneurial capacity	1.3633	-0.1107	3	6	90	6	2019	3	3.7601
400	environmental damage	0.8426	-0.2579	5	28	101	8	2019	0.5	0.6267
401	environmental impact	0.6063	-0.1451	3	29	66	9	2019	1	1.2534
402	environmental management	0.9393	-0.161	3	12	110	9	2019	0	0
403	enzymatic hydrolysis	-0.5575	-0.0906	11	47	124	8	2019	0.125	0.1567
404	enzyme	-0.5578	0.093	13	226	1228	65	2019	1.0154	1.2726
405	eof	0.7514	-0.4288	14	15	80	5	2019	0	0
406	equatorial wave	0.7209	-0.3916	14	14	95	5	2019	0.6	0.752
407	era interim	0.8685	-0.6374	14	5	114	6	2019	0	0
408	eruption	0.8607	-0.6326	14	7	138	11	2019	0	0
409	esa model	1.0202	-0.3297	5	5	17	5	2019	0	0
410	escherichia coli	-0.7347	0.3136	13	107	390	16	2019	0.3125	0.3917
411	essential oil	-0.7511	0.1057	4	67	422	21	2019	0.9048	1.134
412	establishment	1.0624	-0.027	1	79	397	24	2019	0.6667	0.8356
413	estradiol	-0.3684	0.3723	6	29	104	6	2019	1.1667	1.4623
414	ethanol	-1.0665	0.0184	4	166	1521	60	2019	1.1	1.3787
415	ethanol extract	-0.9566	-0.1006	4	52	134	5	2019	0.8	1.0027
416	ethanol fraction	-1.6658	0.0617	4	19	148	6	2019	0	0
417	ethyl acetate	-0.9252	-0.1183	4	67	269	9	2019	0.6667	0.8356
418	ethyl acetate fraction	-1.5391	0.137	4	42	299	12	2019	0.3333	0.4178
419	eucheuma cottonii	-0.8352	-0.2876	4	42	149	7	2019	2.5714	3.2229
420	evaluation criterium	0.8582	-0.0195	3	3	18	6	2019	1	1.2534
421	evapotranspiration	0.986	-0.3544	5	23	102	6	2019	0.1667	0.2089
422	evenness	0.9281	0.1342	1	34	80	5	2019	0	0
423	evi	0.8725	-0.3219	5	27	167	6	2019	0	0
424	evolution	0.5286	0.1008	14	24	82	6	2019	1	1.2534
425	ex limestone	-0.7869	0.0311	15	4	31	5	2019	0	0
426	excavator	0.4915	-0.4133	5	7	60	5	2019	0	0
427	exergy analysis	-0.5977	-0.4821	2	7	36	5	2019	0	0
428	exon	0.0018	0.8261	7	53	247	9	2019	0.3333	0.4178
429	experimental design	-0.137	0.3808	17	87	187	10	2019	0.9	1.128
430	experimental result	0.4662	-0.2057	11	25	69	7	2019	0.2857	0.3581
431	exposed area	1.0265	0.0805	1	5	96	6	2019	0	0
432	exposure	-0.2487	-0.0196	10	95	599	31	2019	1.1935	1.4959
433	expression	-0.4833	0.5466	6	127	907	52	2019	0.6346	0.7954
434	extender	-0.7241	0.2517	15	13	102	7	2019	1.4286	1.7905
435	extension agent	1.1122	-0.0701	3	13	153	15	2019	0.2667	0.3342
436	extract	-0.939	0.0656	4	203	1432	66	2019	2.6364	3.3043
437	extraction	-0.693	-0.2383	4	243	1314	67	2019	0.6866	0.8605
438	extraction method	-0.7176	-0.3342	2	51	157	8	2019	0.25	0.3133
439	extraction process	-0.9014	-0.1351	4	88	318	14	2019	1	1.2534
440	extraction time	-0.8217	-0.2802	4	47	151	8	2019	0.375	0.47
441	f recombinant	-0.8486	0.4468	6	20	222	6	2019	0	0
442	face mask	-1.0394	0.1115	4	11	75	5	2019	0	0
443	facility	0.8766	-0.0464	3	46	223	26	2019	0.3846	0.4821
444	faculty	0.0545	-0.2675	18	42	141	8	2019	0	0
445	falcataria moluccana	-0.1609	-0.3198	8	68	232	13	2019	0.6154	0.7713
446	fat content	-0.2967	0.3977	9	75	234	11	2019	1.3636	1.7091
447	fat quality	-0.5406	0.8776	9	14	155	5	2019	1	1.2534
448	fatty acid	-0.4646	0.276	9	177	959	42	2019	0.9048	1.134
449	fatty acids composition	-0.7528	0.4317	9	25	115	5	2019	1	1.2534
450	fauna	0.6991	-0.2248	5	29	138	13	2019	0.5385	0.6749
451	faunus ater	0.0174	0.0832	6	10	114	8	2019	0	0
452	fcd	1.0287	-0.4966	5	14	258	15	2019	0.7333	0.9191
453	fct	-1.2068	-0.3087	9	18	552	12	2019	0	0
454	fe toxicity stress	-0.4096	0.409	7	9	75	5	2019	0	0
455	feasibility	0.18	0.0351	10	30	129	10	2019	0.1	0.1253
456	feed conversion ratio	-0.3911	0.4539	6	51	175	7	2019	0.7143	0.8953
457	fermentation	-0.8608	0.1848	9	115	581	33	2019	0.3939	0.4937
458	fermented food	-0.8867	0.5043	13	20	219	8	2019	0.375	0.47
459	fertilization	-0.2724	0.0153	16	41	191	13	2019	0.1538	0.1928
460	fertilization rate	-0.9715	0.4734	6	15	187	6	2019	0	0
461	ffb	0.0669	-0.2837	10	10	106	7	2019	0	0
462	fiber	-0.4964	-0.4481	2	143	1058	43	2019	1.1395	1.4282
463	fibre	-1.2088	-0.4414	9	5	80	10	2020	1	1
464	fibroblast	-1.4875	0.3824	15	14	173	8	2019	0	0
465	film	-0.578	-0.5165	2	110	1113	70	2019	1.6143	2.0233
466	first factor	-0.7784	0.1242	9	78	266	11	2019	1	1.2534
467	first time	0.4509	0.1882	1	32	45	7	2019	1.2857	1.6115
468	fish matrix	-0.3815	-0.0912	11	7	40	5	2019	0	0
469	fish meal	-0.5358	0.2466	9	36	232	9	2019	0	0
470	fish species	0.9322	0.2127	12	56	269	17	2019	0.6471	0.811
471	fisher	0.9904	0.1226	1	34	234	15	2019	1.7333	2.1725
472	fisheries management	0.8813	0.0973	1	24	178	16	2019	1.3125	1.645
473	fisherman	0.941	0.2556	1	46	592	32	2019	0.6875	0.8617
474	fishing	0.9272	0.1113	1	65	278	22	2019	1.9091	2.3928
475	fishing effort	1.1259	0.1337	1	16	174	13	2019	0	0
476	fishing gear	0.855	0.0517	1	46	275	15	2019	1.0667	1.3369
477	fishing ground	0.5636	0.0028	1	21	88	7	2019	0.1429	0.1791
478	fishpond sediment	-0.3702	-0.1411	16	9	78	6	2019	0	0
479	flavonoid	-0.8855	-0.0815	4	139	619	24	2019	0.875	1.0967
480	flavonoid content	-0.9435	0.0657	4	54	154	6	2019	0.6667	0.8356
481	flavour	-0.5409	0.878	9	14	155	5	2019	1	1.2534
482	flour	-0.4427	0.0343	4	59	387	27	2019	0.8148	1.0213
483	flux	0.778	-0.253	8	52	411	25	2019	3.64	4.5622
484	fma roi	0.8469	0.1502	1	5	40	5	2019	0	0
485	fmu	0.6831	-0.1535	3	8	41	7	2019	0	0
486	folic acid content	0.2593	0.3146	7	5	60	5	2019	0	0
487	food product	-0.3156	-0.0434	10	73	273	11	2019	0.4545	0.5697
488	food waste	0.188	-0.1051	3	3	35	7	2019	0	0
489	forage	-0.9366	0.1281	9	91	612	26	2019	0.6923	0.8677
490	forest clofe	0.2571	-0.2592	8	13	59	8	2019	1	1.2534
491	forest degradation	0.9299	-0.1808	12	48	246	28	2019	0.7143	0.8953
492	forest fire	0.8827	-0.2379	5	12	162	20	2019	0	0
493	forest loss	0.9316	-0.3611	5	9	60	11	2019	0.9091	1.1394
494	forum	0.9389	-0.0632	3	21	98	9	2019	1.6667	2.0889
495	fossil fuel	0.3819	-0.2586	3	19	44	6	2019	1.1667	1.4623
496	fourier	-0.5381	-0.4456	2	87	198	10	2019	0.3	0.376
497	foxtail millet genotype	-0.0992	0.7793	7	9	63	6	2019	0.5	0.6267
498	fph	-0.5375	-0.0854	11	19	192	11	2019	0	0
499	fraction	-1.0007	-0.0616	15	198	1547	77	2019	0.7143	0.8953
500	frap	-0.8261	-0.1927	4	32	137	5	2019	2.4	3.0081
501	freeze	-0.5481	-0.1657	11	46	113	6	2019	0.1667	0.2089
502	freeze thaw cycle	-0.9443	0.2777	15	11	115	7	2019	7	8.7735
503	fresh vegetable salad	0.7165	-0.0153	1	5	66	6	2019	0	0
504	frond	-0.1265	-0.0578	7	20	76	11	2019	1.1818	1.4812
505	fruit diameter	0.3923	0.3239	7	14	98	5	2019	0	0
506	fruit length	0.3291	0.2756	7	22	131	8	2019	0.125	0.1567
507	fruit weight	0.3478	0.2943	7	27	224	13	2019	0.0769	0.0964
508	ftir	-0.7403	-0.5013	2	137	532	26	2019	0.5385	0.6749
509	ftir spectra	-0.6159	-0.4332	2	80	186	9	2019	0.4444	0.557
510	functional food	0.0496	0.0478	3	35	76	5	2019	0.4	0.5013
511	functional group	-0.6619	-0.5246	2	148	565	27	2019	0.8519	1.0677
512	fungi	-0.359	-0.1753	4	84	446	26	2019	1.6538	2.0729
513	fungus	-0.3215	-0.1401	15	44	215	17	2019	0.5882	0.7373
514	furnace	-0.7046	-0.6474	2	13	29	6	2019	0	0
515	further research	-0.3664	0.1748	4	82	212	11	2019	0.5455	0.6836
516	future study	0.4284	0.0071	11	27	67	5	2019	1	1.2534
517	g l	-0.3821	0.1464	7	15	61	5	2019	0.6	0.752
518	g ml	-1.0908	-0.0117	4	161	1263	50	2019	1.42	1.7798
519	gain	1.0215	0.061	1	96	638	29	2019	0.069	0.0864
520	gall rust disease	-0.152	-0.0083	8	24	222	9	2019	0	0
521	gambir	-1.0573	-0.1136	9	18	244	12	2019	0.3333	0.4178
522	gamma irradiation	-0.7984	-0.2097	18	27	208	16	2019	0.5	0.6267
523	garcinia mangostana l	-0.293	-0.0384	11	24	92	5	2019	1.2	1.504
524	garlic	-0.5009	-0.1554	11	11	94	8	2019	0	0
525	garut	0.5429	-0.1351	8	24	72	6	2019	0	0
526	garut district	0.5181	-0.0506	8	10	60	6	2019	0	0
527	gas chromatography	-0.704	0.0427	11	49	152	6	2019	0.3333	0.4178
528	gas production	-1.051	0.0875	9	72	313	10	2019	0.1	0.1253
529	gc ms	-0.6227	0.0669	4	89	189	9	2019	0.3333	0.4178
530	gel strength	-0.8743	-0.419	4	38	170	7	2019	0	0
531	gelatin	-0.7821	-0.242	2	47	324	19	2019	0.4737	0.5937
532	genbank	-0.071	0.4995	7	48	132	7	2019	0.2857	0.3581
533	gender	0.8696	0.4711	7	17	151	14	2019	0.9286	1.1638
534	gene	-0.1245	0.5802	7	283	3398	162	2019	0.784	0.9826
535	genetic algorithm	0.6931	-0.393	5	16	57	5	2019	0	0
536	genetic distance	0.4227	0.3885	7	51	239	15	2019	0.3333	0.4178
537	genetic diversity analysis	0.3104	0.3813	7	25	137	5	2019	1.6	2.0054
538	genetic variation	0.3415	0.3877	7	41	138	8	2019	1	1.2534
539	genome	0.155	0.5271	11	61	234	10	2019	2.1	2.6321
540	geographic information system	0.8636	0.0057	1	34	84	7	2019	0.4286	0.5372
541	ghg	0.6659	-0.3202	5	21	52	5	2019	1.6	2.0054
542	gia13a	-0.0171	-0.1048	16	11	162	6	2019	0	0
543	giant clam	1.0568	0.1422	1	4	20	5	2019	0	0
544	global production network	1.0245	0.1183	1	6	23	5	2019	0	0
545	glucose	-0.5708	0.1016	6	88	312	16	2019	1.0625	1.3317
546	glucosidase	-0.5514	-0.0262	10	22	121	6	2019	2	2.5067
547	glulam	-0.2851	-0.5486	8	27	244	9	2019	1.5556	1.9497
548	glycerol	-0.6241	0.1794	15	33	204	12	2019	0	0
549	go molecular function	0.5623	-0.0585	11	6	72	6	2019	0	0
550	goat	0.0641	0.1604	9	37	220	13	2019	0.1538	0.1928
551	goat manure	-0.7412	0.0349	15	16	92	14	2019	0	0
552	golden apple snail egg	-0.7092	-0.2171	17	19	148	6	2019	0.6667	0.8356
553	gonad	-0.2225	0.2337	6	24	123	10	2019	0.2	0.2507
554	gorontalo regency	1.1147	-0.3044	1	2	65	5	2019	0	0
555	government policy	0.8479	-0.1773	3	25	83	7	2019	3	3.7601
556	government policy focus	1.0064	0.101	1	5	54	6	2019	0	0
557	gpns	1.0419	0.1157	1	5	20	6	2019	0	0
558	grain yield	0.1052	0.304	7	42	153	10	2019	0.3	0.376
559	graphene	-0.634	-0.5443	2	23	136	9	2019	0	0
560	graphene oxide	-0.405	-0.4123	2	22	90	10	2019	4.2	5.2641
561	grass	-0.6633	0.156	9	89	355	18	2019	0.3889	0.4874
562	green spinach	-0.4638	-0.6263	2	12	125	5	2019	1	1.2534
563	greenhouse	-0.0506	-0.0041	16	49	174	11	2019	0.1818	0.2279
564	grna	-0.0816	1.3186	10	15	261	8	2019	1.75	2.1934
565	groundwater level	0.6397	-0.3096	5	18	77	8	2019	2.75	3.4467
566	growth performance	-0.327	0.2584	6	97	592	28	2019	1.25	1.5667
567	growth phase	0.7373	-0.2685	5	18	131	5	2019	0	0
568	growth rate	-0.1328	0.1883	16	89	242	19	2019	0	0
569	growth stage	0.5597	-0.3589	5	39	149	9	2019	1.3333	1.6711
570	grp	2.4726	-0.6669	3	2	30	5	2019	0	0
571	gulf	0.7011	-0.1964	14	5	25	5	2019	0	0
572	guludan	0.5297	-0.4733	5	6	40	6	2019	0	0
573	guludan technique	0.5315	-0.4756	5	6	36	5	2019	0	0
574	gunung dahu research forest	1.0171	-0.4209	5	4	47	5	2019	0	0
575	gunung halimun salak national park	0.7751	-0.1979	5	20	102	9	2019	0	0
576	gunung kidul	-0.3235	0.1041	10	11	138	7	2019	0.5714	0.7162
577	gwp	0.5024	-0.3184	3	25	79	5	2019	0.8	1.0027
578	h5n1	0.2238	0.6485	12	14	92	6	2019	1.3333	1.6711
579	ha addition	-0.4191	0.1694	6	13	140	5	2019	0	0
580	habitat condition	1.1795	0.1556	1	23	59	5	2019	0	0
581	habitat preference	1.1807	-0.1065	19	22	83	6	2019	1	1.2534
582	habitat transformation	1.1097	0.189	1	15	119	5	2019	0	0
583	habitat type	1.1253	0.0169	1	30	122	7	2019	0	0
584	half	0.0746	-0.1695	17	33	66	5	2019	3.6	4.5121
585	hand tractor	0.5828	-0.1588	1	13	165	15	2019	0.6667	0.8356
586	handline	0.9111	0.1105	1	18	153	7	2019	0.7143	0.8953
587	haploid line	0.0639	0.3052	7	27	138	8	2019	1.75	2.1934
588	haplotype	0.412	0.5103	7	38	297	18	2019	0.8889	1.1141
589	hardin	1.1952	-0.4061	3	8	156	6	2019	0	0
590	hardwood	-0.188	-0.5858	8	16	143	5	2019	5.2	6.5175
591	harvest time	0.4746	0.1211	7	26	93	5	2019	0	0
592	haze dispersion	1.0082	-0.3766	5	5	55	5	2019	0	0
593	hbcag	-0.7085	0.5376	13	13	102	6	2019	0	0
594	health benefit	-0.5233	0.1306	4	60	170	9	2019	1.6667	2.0889
595	health status	0.0829	0.1613	6	53	208	11	2019	2.5455	3.1904
596	heat	-0.0983	-0.4081	8	49	144	7	2019	1.7143	2.1486
597	heat treatment	-0.2171	-0.537	8	35	317	13	2019	3.4615	4.3385
598	heavy metal	-0.2979	0.0907	6	56	226	18	2019	0	0
599	hectare	1.1486	-0.293	3	62	302	25	2019	0.32	0.4011
600	hed	-0.818	0.5344	6	16	258	6	2019	0	0
601	hemicellulose	-0.4703	-0.4859	2	65	233	10	2019	1.5	1.88
602	hemiptera	0.466	0.4344	7	22	100	6	2019	1	1.2534
603	hemoglobin	-0.1452	0.1645	6	35	129	7	2019	0.8571	1.0743
604	herbivore	0.7317	0.2031	12	22	135	7	2019	0.1429	0.1791
605	hermetia	-0.9443	0.0786	9	29	118	6	2019	1	1.2534
606	herpetofauna	1.112	0.0201	1	20	252	13	2019	0.2308	0.2892
607	hexane fraction	-1.5462	0.0602	4	40	216	7	2019	0.5714	0.7162
608	hif	-0.3133	0.8713	9	4	140	14	2019	2	2.5067
609	high category	0.9281	0.3089	1	31	166	8	2019	0.5	0.6267
610	high concentration	-0.3423	0.2438	6	27	93	7	2019	1.5714	1.9696
611	high palmitic acid	-0.58	0.6468	6	7	85	5	2019	0	0
612	high potential	-0.2315	-0.0726	10	22	53	5	2019	0.8	1.0027
613	high rate	0.1442	-0.1731	16	36	77	5	2019	1.8	2.256
614	high value	0.794	0.0468	1	22	57	5	2019	1.2	1.504
615	high yield	-0.1236	0.227	7	47	147	7	2019	0.1429	0.1791
616	higher percentage	0.1647	0.0083	12	21	48	6	2019	1	1.2534
617	highest abundance	0.4828	0.0895	1	47	131	8	2019	0.125	0.1567
618	highest rate	1.0438	-0.1494	1	6	26	7	2019	0.1429	0.1791
619	highest yield	-0.2723	-0.3356	2	53	131	5	2019	0.2	0.2507
620	hil	-0.9414	0.0827	9	17	132	12	2019	1.3333	1.6711
621	homology	-0.0666	0.5146	12	55	307	15	2019	0.4667	0.5849
622	homosexual man	1.1778	0.1457	3	4	75	5	2019	4	5.0134
623	honey	-0.1306	0.1681	6	26	210	13	2019	3.2308	4.0493
624	hornbill	1.1158	-0.0961	1	5	11	6	2019	0	0
625	horseshoe crab	0.656	0.1857	1	20	225	12	2019	1.1667	1.4623
626	household	0.9009	0.1956	1	74	453	36	2019	1.1667	1.4623
627	hpai	0.2297	0.6311	12	14	83	5	2019	2.4	3.0081
628	http	-0.0592	0.3871	11	44	248	12	2019	1.5833	1.9845
629	humic substance	0.032	-0.25	16	15	188	10	2019	0	0
630	hydraulic conductivity	0.6394	-0.2028	5	15	72	9	2019	2.2222	2.7852
631	hydrogel	-0.955	-0.3502	18	17	94	8	2019	0.375	0.47
632	hydrogen peroxide	-0.5059	-0.1238	8	36	109	6	2019	0.8333	1.0445
633	hydrogenation	-0.1283	-0.1218	8	6	152	8	2019	0	0
634	hydrolysis	-0.5785	-0.361	2	82	438	23	2019	1.2609	1.5803
635	hydroxyapatite	-0.8012	-0.7199	2	42	516	18	2019	0.5	0.6267
636	hydroxyl group	-0.7406	-0.4721	2	38	78	5	2019	1.6	2.0054
637	hymenoptera	0.9001	0.1848	1	27	139	8	2019	0.375	0.47
638	iaa	-0.832	0.2898	13	28	177	9	2019	1.1111	1.3926
639	ibv	-0.0172	0.6848	12	21	273	9	2019	1.3333	1.6711
640	ic50	-0.9711	-0.0224	4	82	372	13	2019	1.5385	1.9282
641	ic50 value	-1.1338	0.0586	4	55	132	5	2019	1.4	1.7547
642	iceri	-0.0991	0.7749	7	9	76	8	2019	0.5	0.6267
643	icpl	0.1106	0.4029	7	8	78	6	2019	0	0
644	ict project	1.2326	-0.1518	3	5	60	5	2019	0	0
645	idr kg	0.6565	0.5069	1	3	54	6	2019	0	0
646	igf	0.0816	0.7394	7	32	408	14	2019	0	0
647	igy anti comd s mutan	-0.1976	-0.3502	18	4	39	6	2019	0	0
648	illegal logging	0.8723	-0.1181	12	22	53	6	2019	0.1667	0.2089
649	immune response	-0.5755	0.3358	6	27	169	9	2019	3.6667	4.5956
650	implant	-0.7183	-0.148	17	28	249	21	2019	1.2381	1.5518
651	import	0.0495	0.3584	11	23	72	6	2019	0.3333	0.4178
652	important trait	0.4783	0.1485	11	16	130	5	2019	4	5.0134
653	inclusion	-0.1983	0.0211	6	67	176	9	2019	5.4444	6.8238
654	incorporation	-0.5839	-0.5422	2	41	104	5	2019	0.2	0.2507
655	incubation	-0.6718	0.0514	9	90	289	14	2019	0.1429	0.1791
656	incubation time	-0.6672	0.0148	16	63	213	10	2019	0	0
657	ind	0.379	0.3282	1	30	99	6	2019	0.1667	0.2089
658	ind l	1.0848	0.3511	1	5	55	7	2019	0.7143	0.8953
659	indah kapuk beach	0.5498	0.0272	14	3	70	5	2019	0	0
660	indian ocean dipole	0.7306	-0.3271	14	22	148	6	2019	0.3333	0.4178
661	indicator species	1.0422	-0.0157	1	9	32	5	2019	0	0
662	indigenous person	1.1495	-0.011	1	15	117	7	2019	0	0
663	indigofera	-1.1731	0.0977	9	39	379	11	2019	2.1818	2.7346
664	indonesian	-0.2662	0.1178	10	53	147	10	2019	0.4	0.5013
665	indonesian government	0.7039	-0.1031	3	14	45	5	2019	2	2.5067
666	indonesian peatland	0.7352	-0.29	3	10	36	5	2019	4.2	5.2641
667	indonesian person	0.8657	-0.241	5	21	76	5	2019	0.2	0.2507
668	indonesian throughflow	0.6939	-0.1432	14	8	39	6	2019	0.6667	0.8356
669	indonesian water	0.5692	0.2653	1	24	55	6	2019	1.3333	1.6711
670	induction	-0.1749	0.5047	10	41	190	13	2019	0.8462	1.0605
671	industrial plantation forest	0.5924	-0.4025	5	11	60	5	2019	0	0
672	infection	-0.0907	0.4445	8	146	884	40	2019	0.75	0.94
673	infested area	0.9976	-0.4086	5	5	30	5	2019	0	0
674	inheritance	0.4502	0.4235	7	20	96	7	2019	0	0
675	inhibition	-0.7058	-0.0171	4	192	720	35	2019	0.9714	1.2175
676	inhibitor	-0.5411	0.1376	15	93	508	25	2019	1.52	1.9051
677	inhibitory activity	-0.8699	0.0135	4	129	816	36	2019	1.0278	1.2882
678	inoculation	-0.0765	0.064	16	41	178	11	2019	0.2727	0.3418
679	inpari	-0.2789	0.2798	7	44	145	7	2019	0.1429	0.1791
680	insect	0.5239	0.3352	12	89	498	35	2019	0.4286	0.5372
681	insect pollinator	1.0741	0.5001	12	18	99	6	2019	0.6667	0.8356
682	insulin	-0.2738	0.5221	6	38	242	12	2019	0.0833	0.1044
683	insulin resistance	-0.3735	0.4029	6	12	56	5	2019	0	0
684	int1c	-0.6286	0.5457	13	10	144	8	2019	0	0
685	internet	1.1649	-0.1029	3	10	120	7	2019	0	0
686	intravenous glucose tolerance test	-0.3823	0.4366	6	12	49	5	2019	0.4	0.5013
687	intron	0.0834	0.7802	7	28	196	5	2019	0	0
688	iod	0.7182	-0.3223	14	25	360	17	2019	0.3529	0.4424
689	irblta2 re	-0.0599	0.7727	7	13	200	8	2019	0.5	0.6267
690	iron	-0.6132	-0.2209	17	45	285	15	2019	0.7333	0.9191
691	irradiation power	-0.7854	-0.7122	2	38	172	6	2019	0	0
692	irradiation time	-0.7364	-0.6129	2	42	177	8	2019	1.25	1.5667
693	islamic bank	1.3443	-0.1375	3	15	480	10	2019	1	1.2534
694	isolate	-0.4884	0.4153	13	189	2729	131	2019	0.7023	0.8802
695	isolation	-0.4478	0.067	2	181	742	35	2019	0.8286	1.0385
696	itf	0.6972	-0.1437	14	8	61	9	2019	0.5556	0.6963
697	j curcas	0.76	0.5539	7	8	115	10	2019	0	0
698	jabodetabek	0.8998	-0.1638	3	19	49	5	2019	0.4	0.5013
699	jabon	-0.1856	-0.5162	8	52	195	8	2019	1.625	2.0367
700	jamu	0.412	-0.3886	5	9	32	5	2019	0	0
701	java island	-0.2133	0.3345	6	46	198	11	2019	0.1818	0.2279
702	jayapura city	0.9752	0.0545	1	8	40	5	2019	0.8	1.0027
703	jember	0.8516	-0.1333	5	29	99	7	2019	0	0
704	jengkol gajah	-0.4828	0.0043	9	15	252	6	2019	3	3.7601
705	jengkol padi	-0.4829	0.0046	9	15	252	6	2019	3	3.7601
706	jor bay	0.9862	-0.197	5	4	122	11	2019	0.5455	0.6836
707	jungle rubber	0.9364	-0.2178	8	18	125	5	2019	3.4	4.2614
708	juvenile	-0.0891	0.1845	6	49	271	16	2019	0.8125	1.0184
709	k alvarezii	-0.5998	-0.0595	4	47	164	7	2019	0.2857	0.3581
710	kda	-0.6321	0.1758	13	94	353	15	2019	0.5333	0.6685
711	kelvin	0.7697	-0.3669	14	16	183	11	2019	0.9091	1.1394
712	kepulauan seribu	1.0342	0.0859	1	17	111	9	2019	0.4444	0.557
713	key role	-0.0683	0.3195	11	47	112	5	2019	0.2	0.2507
714	kgp	1.3716	0.0178	1	17	101	5	2019	0	0
715	kidney	-0.8219	0.3634	6	38	152	6	2019	0.5	0.6267
716	kkmb	1.3577	-0.4242	5	1	10	5	2019	0	0
717	l citrulline supplementation	-1.0803	0.6447	6	11	150	6	2019	0	0
718	l lactis	-0.9257	0.5789	13	18	97	6	2019	0.8333	1.0445
719	l plantarum	-0.8972	0.4916	13	28	110	6	2019	1	1.2534
720	lab	-0.8589	0.5401	13	30	283	14	2019	0.3571	0.4476
721	laccase	-0.3913	-0.2523	15	9	104	8	2019	0	0
722	lactic acid bacterium	-0.836	0.5133	13	38	291	15	2019	0.2667	0.3342
723	lactococcus lactis	-0.8212	0.5308	13	38	155	6	2019	0.3333	0.4178
724	lake	0.9067	0.1816	12	23	162	18	2019	0	0
725	laminated wood	-0.2909	-0.851	8	3	25	5	2019	0	0
726	lampung province	0.9606	0.0224	3	27	124	9	2019	0.6667	0.8356
727	land change	1.0993	-0.1971	3	11	61	8	2019	0.5	0.6267
728	land cover	1.1013	-0.1448	1	95	820	51	2019	0.5098	0.639
729	land cover change	0.8309	-0.2843	5	50	170	14	2019	2.4286	3.0439
730	land cover type	0.8854	-0.1564	5	23	102	5	2019	1.6	2.0054
731	land fire	0.9673	-0.2775	5	32	123	21	2019	0.7143	0.8953
732	land occupation	0.9533	-0.0769	12	5	65	5	2019	0	0
733	land suitability	0.6342	0.0479	1	24	106	12	2019	0.1667	0.2089
734	land surface temperature	0.962	-0.2255	5	22	112	7	2019	0.1429	0.1791
735	land use change	0.9299	-0.1926	3	84	366	28	2019	0.8929	1.1191
736	land use system	0.696	-0.2327	8	30	141	8	2019	4.125	5.1701
737	landsat	0.905	-0.3387	5	77	584	47	2019	0.0851	0.1067
738	landscape composition	1.1478	0.5137	12	11	66	5	2019	2.6	3.2587
739	lapan a3 ipb	0.8256	-0.49	5	9	105	5	2019	0	0
740	large scale	0.4749	0.1681	6	16	57	5	2019	0	0
741	lattice parameter	-0.7471	-0.7104	2	51	142	7	2019	0.1429	0.1791
742	law	0.9016	0.1414	1	33	115	15	2019	1.1333	1.4205
743	lca	0.6854	-0.1105	3	23	138	15	2019	1.7333	2.1725
744	leaf	-0.8813	0.0259	4	98	521	19	2019	0.4737	0.5937
745	leaf area	0.072	-0.063	16	24	62	5	2019	0.6	0.752
746	leaf length	0.0025	0.1668	7	35	71	6	2019	0.3333	0.4178
747	leafe	-0.5545	0.0393	9	285	2084	104	2019	0.9519	1.1931
748	leather	-0.1986	-0.4899	2	7	32	6	2019	0	0
749	lecithin	-0.5777	0.6434	6	7	96	6	2019	0	0
