id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
380	mapping	-0.2649	0.49	14	28	153	12	2019	0	0
381	market orientation	1.1835	0.2824	14	14	143	6	2019	1.5	3.1639
382	markov chain	0.1043	0.0816	7	9	36	6	2019	0	0
383	mathematical model	0.3095	0.1441	4	11	65	8	2019	0	0
384	maturity level	1.0086	-0.2217	1	21	122	9	2019	0	0
385	maximum	0.1536	0.0195	12	39	71	5	2019	0	0
386	maximum distance	-0.5376	0.7604	5	20	55	5	2019	1.2	2.5311
387	mbp	-0.4283	0.1094	4	22	103	5	2019	1.6	3.3749
388	mbp cgp	-0.1626	-0.4147	4	10	114	6	2019	0	0
389	mean absolute error	-0.1899	-0.0837	9	26	64	5	2019	0	0
390	meaning	0.1401	-0.4625	6	60	247	13	2019	0.2308	0.4868
391	measurement result	-0.3773	0.7828	10	37	103	11	2019	0.2727	0.5753
392	medical image	-0.5456	0.0104	5	8	34	7	2019	0.7143	1.5066
393	medical information mart	0.7565	-0.3643	12	7	65	5	2019	4	8.4372
394	medium enterprise	1.2624	0.0658	1	26	65	7	2019	0	0
395	mel frequency cepstral coefficients	-0.7881	-0.4986	2	27	70	5	2019	1	2.1093
396	message	-0.003	0.361	6	39	147	17	2019	0	0
397	mfcc	-0.693	-0.3366	2	46	278	24	2019	0.5833	1.2304
398	mhz	-0.7179	1.0101	10	49	236	16	2019	0	0
399	microarray data	-0.4192	-0.4325	4	40	283	14	2019	1.0714	2.26
400	microarray data classification	-0.319	-0.4079	4	31	113	5	2019	0.6	1.2656
401	microcontroller	-0.3645	0.7569	3	62	367	28	2019	0.25	0.5273
402	middle	0.182	0.4924	3	34	97	5	2019	0	0
403	mimo	-0.8024	1.0294	10	27	147	9	2019	0.6667	1.4062
404	minute	0.16	-0.1507	15	40	174	17	2019	0.2353	0.4963
405	mission	-0.0313	0.6764	5	58	240	15	2019	0.6	1.2656
406	mitigation	0.2531	0.3637	1	14	30	11	2019	0	0
407	mobile network	-0.1616	0.6184	6	18	98	5	2019	0.2	0.4219
408	mobile sensor	-0.4749	0.8659	14	7	55	7	2019	0	0
409	modeling process	0.5107	-0.2521	12	31	167	8	2019	0	0
410	modified lru	-0.0551	0.6545	6	11	91	5	2019	0.8	1.6874
411	modulation	-0.5092	0.6783	5	62	169	14	2019	1	2.1093
412	morphology	0.4883	-0.5681	15	17	107	12	2019	0.0833	0.1758
413	mqtt	0.0321	0.5328	6	13	62	6	2019	0	0
414	mrmr	-0.3111	-0.7139	2	11	95	5	2019	1	2.1093
415	msld	-0.7129	-0.2949	2	10	114	6	2019	1	2.1093
416	multi	0.1761	-0.3953	12	21	129	7	2019	0	0
417	multi label classification	-0.4127	-0.6672	2	33	130	10	2019	0.7	1.4765
418	music	-0.2873	-0.4863	2	28	114	9	2019	0.1111	0.2344
419	muslim entrepreneur	1.25	-0.1318	1	13	168	8	2019	2	4.2186
420	muslims	-0.2412	-0.9705	11	27	91	5	2019	1	2.1093
421	mutual information	-0.4292	0.1707	5	22	81	5	2019	0.4	0.8437
422	mwpe	-0.5707	-0.3335	2	10	38	6	2019	1.3333	2.8124
423	nail	-0.5487	-0.1652	7	15	189	14	2019	1	2.1093
424	naive bayes algorithm	-0.2027	-0.3432	9	36	170	11	2019	0.5455	1.1505
425	naive bayes classifier	0.05	-0.7142	9	40	124	9	2019	0.7778	1.6406
426	name	-0.1082	-0.9711	11	56	596	29	2019	0.7586	1.6002
427	nanosatellite	-0.4845	0.9877	5	23	133	8	2019	0.125	0.2637
428	narrator	0.0437	-1.0437	11	26	179	6	2019	0	0
429	natural disaster	-0.2837	0.0768	7	31	117	11	2019	0.6364	1.3423
430	ner	-0.1203	-1.2052	11	35	289	12	2019	0.1667	0.3515
431	new method	-0.2263	0.1017	4	32	61	5	2019	2.6	5.4842
432	newton	-0.3576	0.2952	3	7	80	5	2019	0	0
433	nfc	0.0624	0.0584	7	2	20	5	2019	0	0
434	nodular melanoma	-0.6238	-0.1357	7	18	162	10	2019	0	0
435	noise ratio	-0.4792	0.4927	5	35	73	6	2019	0.3333	0.7031
436	npc	-0.7702	0.1797	3	17	223	16	2019	0.375	0.791
437	npc tower	-0.8615	0.1697	3	4	63	7	2019	1	2.1093
438	numerical scheme	-0.1464	0.4542	3	10	24	5	2019	0.6	1.2656
439	numerical simulation	-0.0225	0.7543	3	21	69	10	2019	0.5	1.0546
440	oauth	0.2572	-0.5096	13	8	195	10	2019	0	0
441	obdh	-0.4127	0.9165	5	13	103	5	2019	0	0
442	occurrence	-0.318	-0.0762	9	66	190	12	2019	0.3333	0.7031
443	ogd	0.9986	0.1498	1	3	49	7	2019	1	2.1093
444	olsr	0.2499	0.6109	4	13	94	5	2019	0.4	0.8437
445	one	-0.4179	0.1886	2	54	100	10	2019	0.2	0.4219
446	onset	-0.218	-0.4006	2	22	166	9	2019	2.7778	5.8591
447	ontology	0.2462	0.0537	9	19	109	12	2019	0.75	1.582
448	ook nrz	-0.5956	0.8113	5	21	61	5	2019	2.2	4.6404
449	ook rz	-0.5964	0.825	5	15	72	5	2019	2.6	5.4842
450	open innovation	1.4873	-0.1588	1	8	66	5	2019	0	0
451	openbts	-0.4183	0.6549	4	10	96	8	2019	0	0
452	optical wireless communication	-0.5418	0.7453	5	22	64	5	2019	0.6	1.2656
453	organisation	1.0556	-0.1431	1	8	72	8	2019	0	0
454	organization	1.1279	-0.2407	1	91	497	42	2019	0.2857	0.6027
455	organizational agility	1.2933	-0.2915	1	14	96	6	2019	1.3333	2.8124
456	orientation	0.0495	0.4882	5	50	146	10	2019	0.3	0.6328
457	originality value	1.2492	-0.1626	1	42	137	5	2019	1.2	2.5311
458	oven	-0.4039	0.681	3	5	56	8	2019	0	0
459	overlap	-0.5403	0.7494	5	19	99	7	2019	0	0
460	packet loss	-0.0698	0.3352	4	36	139	9	2019	0	0
461	parallel computing	-0.0082	0.82	3	9	63	10	2019	0.8	1.6874
462	particle	-0.3511	0.65	14	7	45	7	2019	1.4286	3.0133
463	patch	-0.8905	1.0231	10	29	283	18	2019	0.2222	0.4687
464	patent	-0.2156	0.5617	14	5	27	9	2019	0	0
465	patient	-0.4079	-0.2639	7	92	341	28	2019	1.0714	2.26
466	payload	-0.1417	0.7032	6	39	346	19	2019	0	0
467	pca	-0.5848	-0.5664	2	46	163	10	2019	2.2	4.6404
468	pcdh	-0.3857	0.9758	3	8	85	5	2019	0	0
469	per	-0.4894	-0.2072	2	13	66	5	2019	1	2.1093
470	performance analysis	0.0348	0.3487	12	63	161	10	2019	0.2	0.4219
471	performance evaluation	-0.2716	0.5779	3	54	110	9	2019	0.5556	1.1718
472	performance expectancy	1.0759	-0.2998	1	36	126	6	2019	0.1667	0.3515
473	performance test	0.0166	-0.4239	13	26	78	5	2019	0.2	0.4219
474	personality	-0.2221	-0.4802	2	15	58	6	2019	0	0
475	photo	-0.3607	-0.459	2	33	83	7	2019	0.5714	1.2053
476	phrase label	0.3673	-0.0325	6	6	170	10	2019	0	0
477	picture	-0.4906	0.3049	5	32	80	7	2019	0.1429	0.3013
478	player	-0.8213	0.1624	3	15	177	15	2019	0.0667	0.1406
479	polar code	-0.407	0.4944	5	7	84	6	2019	1	2.1093
480	pollution	-0.3959	0.3563	3	24	62	11	2019	0.3636	0.767
481	popularity	0.5263	-0.3837	12	24	103	10	2019	0.3	0.6328
482	power factor	-0.2996	0.5983	8	7	78	6	2019	0	0
483	power system	-0.3407	0.5025	4	32	117	12	2019	1.25	2.6366
484	ppa	-0.4396	-0.4216	13	6	66	11	2019	0	0
485	ppm	-0.438	0.488	3	16	50	6	2019	0.3333	0.7031
486	practical implication	1.2829	-0.1598	1	46	204	7	2019	1	2.1093
487	practice	1.1036	-0.1636	1	60	324	23	2019	0.2609	0.5502
488	predictor	-0.2612	-0.4811	13	24	65	7	2019	0.5714	1.2053
489	preprocessing	-0.1562	-0.6119	9	49	121	9	2019	0.3333	0.7031
490	presence	0.0902	-0.0985	3	60	259	24	2019	0.875	1.8456
491	presentation	-0.242	0.5277	8	24	113	8	2019	0.5	1.0546
492	presenter	-0.2503	0.5842	8	13	89	5	2019	0.8	1.6874
493	price	0.2194	-0.1826	9	76	589	39	2019	0.359	0.7572
494	principal component analysis	-0.5971	-0.5461	2	51	195	11	2019	1.3636	2.8763
495	probability	0.0033	0.4371	6	47	149	14	2019	0.2857	0.6027
496	process mining	0.7211	-0.3457	12	19	107	13	2019	4.3077	9.0862
497	process mining approach	0.6181	-0.2183	12	17	118	5	2019	0	0
498	process model	0.6302	-0.2424	12	22	106	7	2019	0.5714	1.2053
499	production process	0.6567	0.1543	1	34	103	14	2019	0.1429	0.3013
500	production section	1.0819	0.124	1	21	70	5	2019	0	0
501	profitability	0.6424	0.1389	1	16	54	6	2019	0.6667	1.4062
502	programming language	0.3385	0.4267	8	16	240	9	2019	0	0
503	projector	-0.2475	0.5807	8	13	115	7	2019	0.8571	1.808
504	prolog	0.0639	0.0652	6	10	109	7	2019	0.8571	1.808
505	proposed method	-0.4293	-0.5158	13	46	120	13	2019	0.2308	0.4868
506	protocol	0.1773	0.4916	4	63	475	45	2019	0.2889	0.6094
507	proximity	-0.3753	0.263	9	21	58	7	2019	0.8571	1.808
508	public opinion	0.2351	-0.5434	9	35	139	11	2019	0.1818	0.3835
509	public service	0.8183	0.0662	1	12	40	5	2019	0.2	0.4219
510	purchase intention	0.9178	-0.294	1	31	413	22	2019	0.4545	0.9588
511	purposive sampling	1.16	-0.1453	1	31	72	5	2019	0.2	0.4219
512	qos	-0.0931	0.2521	4	22	78	6	2019	0.1667	0.3515
513	qualitative method	1.2218	-0.1342	1	38	77	6	2019	1.1667	2.4608
514	quality system	0.8461	-0.0055	1	19	53	6	2019	0.1667	0.3515
515	quantity	0.36	0.0086	1	31	105	10	2019	0	0
516	query	0.1128	-0.6806	11	26	223	20	2019	0	0
517	question	-0.0015	-0.3459	9	42	250	24	2019	0.5	1.0546
518	qur	-0.0289	-1.0542	11	49	416	23	2019	0.3913	0.8254
519	quran	-0.1586	-1.0659	11	48	684	39	2019	0.1282	0.2704
520	quranic verse	-0.332	-0.8917	2	17	104	7	2019	0.2857	0.6027
521	radar	-0.6893	0.7257	10	35	308	27	2019	0	0
522	radar system	-0.5896	0.6813	10	19	178	13	2019	0	0
523	radio communication	-0.8042	1.058	10	4	30	5	2019	0	0
524	rainfall	-0.1031	-0.08	2	23	85	11	2019	0.7273	1.534
525	raw material	0.1457	-0.3512	15	39	113	8	2019	0.25	0.5273
526	raw slot	-0.4686	0.407	4	8	70	5	2019	1	2.1093
527	reactive power	-0.2108	0.2453	4	5	25	5	2019	3	6.3279
528	recall	-0.2682	-0.6432	2	87	243	18	2019	1.2778	2.6952
529	receiver	-0.5949	0.7071	5	53	198	16	2019	1.125	2.373
530	recognition	-0.4586	-0.5509	2	111	466	37	2019	0.9459	1.9953
531	recommendation system	0.0237	-0.1601	9	8	44	8	2019	0	0
532	recommender system	0.1158	0.08	9	18	170	14	2019	1.2857	2.7119
533	relationship	0.8103	-0.1122	1	105	544	47	2019	0.4255	0.8976
534	relevance	0.6992	-0.4609	1	38	181	9	2019	0.2222	0.4687
535	respect	0.6854	0.0297	1	41	177	10	2019	0.2	0.4219
536	respondent	0.9799	-0.1147	1	90	311	25	2019	0.36	0.7593
537	response time	0.2152	-0.0453	13	23	113	10	2019	0	0
538	restaurant	-0.1737	0.0488	9	4	35	5	2019	0	0
539	return loss	-0.9043	1.1942	10	23	197	10	2019	0	0
540	review	0.4382	-0.2038	12	64	363	33	2019	1.0909	2.301
541	rgb	-0.495	-0.2631	7	26	43	6	2019	0.3333	0.7031
542	river	-0.1247	0.4378	3	42	149	13	2019	0.1538	0.3245
543	roboboat	-0.494	0.4298	5	5	30	6	2019	0	0
544	robot	-0.1368	0.4696	8	39	310	42	2019	0	0
545	role	0.4473	-0.0507	13	217	1051	70	2019	0.2714	0.5725
546	room	-0.3074	0.5831	5	77	243	22	2019	0.4545	0.9588
547	router	-0.0262	0.5657	8	10	39	9	2019	0	0
548	routing protocol	0.254	0.5672	4	25	233	14	2019	0.2857	0.6027
549	rov	-0.2699	0.6823	4	13	113	10	2019	1.7	3.5858
550	rtc	-0.2648	0.5189	8	12	38	5	2019	0	0
551	rural area	-0.46	0.5086	3	16	83	6	2019	0.8333	1.7577
552	satellite	-0.4452	0.5871	5	51	170	15	2019	0	0
553	satisfaction	0.7694	-0.2263	1	97	629	44	2019	0.75	1.582
554	scope	0.5246	-0.0289	13	39	131	9	2019	1	2.1093
555	sctp	0.2877	0.5298	4	10	133	7	2019	0	0
556	sdn	0.1328	0.0714	4	13	65	5	2019	0	0
557	search	-0.1154	-0.6662	11	74	269	18	2019	0.8889	1.8749
558	segmentation	-0.2379	-0.3549	7	39	200	20	2019	0.05	0.1055
559	seizure	-0.851	-0.5942	2	31	374	21	2019	1.619	3.415
560	self	0.0837	0.3965	8	24	312	14	2019	0.4286	0.904
561	self actualization	0.9369	-0.3924	1	13	120	5	2019	0	0
562	sem	0.7806	-0.223	1	40	122	7	2019	0.7143	1.5066
563	semantic similarity	0.4409	-0.5536	6	23	161	6	2019	0.1667	0.3515
564	sense	0.2984	-0.3764	3	31	148	8	2019	1.125	2.373
565	sensor data	-0.2495	0.3658	4	27	76	5	2019	0.2	0.4219
566	sentence	-0.0664	-0.3763	6	52	295	29	2019	0.2414	0.5091
567	sentiment	0.1048	-0.5982	9	44	204	16	2019	0.875	1.8456
568	sentiment analysis	0.1302	-0.5913	9	54	450	37	2019	0.8108	1.7102
569	ser	-0.3869	-0.4977	2	24	138	10	2019	3.6	7.5934
570	service quality	0.9448	-0.1478	1	34	161	10	2019	0.5	1.0546
571	shape	-0.5286	-0.1344	7	90	270	22	2019	0.4545	0.9588
572	share	0.628	0.0911	1	19	112	7	2019	0.2857	0.6027
573	sharia venture capital	1.2627	-0.1338	1	13	138	6	2019	2	4.2186
574	side	0.0112	0.5988	6	31	99	11	2019	0.2727	0.5753
575	significant effect	0.729	0.0876	1	33	76	5	2019	0.2	0.4219
576	similarity	0.1435	-0.4496	9	82	694	39	2019	0.1282	0.2704
577	skewness	-0.7423	-0.4937	2	23	62	5	2019	1	2.1093
578	skin cancer	-0.5092	-0.1867	7	28	130	10	2019	0.5	1.0546
579	sleep quality	0.0441	-0.3716	2	11	107	7	2019	0	0
580	sluice gate	0.098	0.618	3	11	240	10	2019	0	0
581	small displacement	-0.3986	0.4109	10	4	30	5	2019	0	0
582	sme	1.2982	0.0904	1	9	42	8	2019	0	0
583	smes	1.207	0.0736	1	28	238	24	2019	0	0
584	smi	1.358	-0.0694	1	9	80	8	2019	1.125	2.373
585	smis	1.5287	-0.1449	1	11	98	5	2019	0.6	1.2656
586	smote	-0.4718	-0.4946	2	20	107	12	2019	3.8333	8.0856
587	sms	0.4872	-0.2124	1	9	65	5	2019	0	0
588	snr	-0.4689	0.5559	5	38	86	7	2019	0.1429	0.3013
589	someone	-0.2109	-0.553	9	75	214	14	2019	0.2143	0.452
590	song	-0.4959	-0.563	2	12	318	21	2019	0.4762	1.0044
591	sound	-0.5631	-0.2766	2	73	267	20	2019	0.45	0.9492
592	speaker recognition	-0.7826	-0.5117	2	11	70	7	2019	1.1429	2.4106
593	specification	0.2653	0.3903	1	26	116	11	2019	0.4545	0.9588
594	speech	-0.5158	-0.4529	2	61	191	13	2019	0.1538	0.3245
595	speed	-0.0203	0.5695	8	105	584	39	2019	0.2051	0.4327
596	speedup	-0.0133	0.8449	3	8	31	6	2019	1	2.1093
597	spread	-0.1443	-0.0757	6	33	70	5	2019	1	2.1093
598	squeezer machine	0.6793	-0.3619	15	5	45	5	2019	0	0
599	stamp	0.0724	-0.7826	9	8	100	5	2019	0	0
600	steepest descent method	-0.3266	0.2927	3	8	96	7	2019	0.2857	0.6027
601	steganography	-0.1171	0.4009	6	16	111	9	2019	0	0
602	stereoscopic environment	0.1781	0.4619	6	3	12	5	2019	1.6	3.3749
603	stock price	-0.0493	-0.6812	9	13	69	8	2019	0.125	0.2637
604	stopword removal	-0.355	-1.048	11	17	78	6	2019	0.8333	1.7577
605	store	0.0192	0.4815	6	29	139	15	2019	0.2	0.4219
606	structural class	0.5786	0.0352	1	5	77	7	2019	0	0
607	structure	0.0204	0.2027	6	145	895	69	2019	0.2754	0.5808
608	study program	-0.7624	-0.7698	4	2	6	6	2019	0.6667	1.4062
609	subcarrier	-0.0848	0.7418	6	9	103	12	2019	1.0833	2.2851
610	subject	-0.1527	-0.3116	2	91	472	39	2019	0.5385	1.1358
611	subsystem	-0.3481	0.8323	5	39	336	22	2019	0.0909	0.1918
612	success factor	1.2004	-0.0812	1	28	106	10	2019	0	0
613	success rate	0.2355	0.186	8	54	133	10	2019	0.1	0.2109
614	suggestion	0.7646	-0.4535	1	47	159	9	2019	0.6667	1.4062
615	support vector machine	-0.4347	-0.5688	2	159	708	47	2019	0.9787	2.0644
616	support vector machine method	-0.2651	-0.5448	9	35	85	6	2019	0.3333	0.7031
617	surabaya	-0.4535	0.5892	5	14	153	7	2019	0	0
618	sustainability	0.8638	-0.2288	1	36	113	10	2019	0.1	0.2109
619	svm	-0.4471	-0.561	2	161	659	44	2019	0.8409	1.7737
620	symbol	-0.0746	0.6996	6	14	47	5	2019	0.6	1.2656
621	symptom	-0.3751	-0.3541	7	43	172	11	2019	1.7273	3.6433
622	system quality	1.0688	-0.1615	1	28	105	7	2019	0	0
623	t test	0.3838	-0.2846	1	23	66	5	2019	0	0
624	tank	-0.423	0.7531	3	15	141	11	2019	0	0
625	tec1	-0.0124	0.7756	6	8	95	5	2019	0	0
626	tel usat	-0.3381	0.8186	5	32	143	9	2019	0.2222	0.4687
627	telkom indonesia	1.0018	-0.0845	1	15	64	11	2019	0	0
628	temperature	-0.2486	0.4983	3	77	552	51	2019	0.0784	0.1654
629	tendency	0.2519	-0.3999	9	45	104	6	2019	0.5	1.0546
630	terry	-0.5636	-0.1631	7	15	104	6	2019	1	2.1093
631	test data	-0.4333	-0.4584	2	48	90	7	2019	0.1429	0.3013
632	testing data	-0.1775	-0.4298	2	80	221	12	2019	0.4167	0.8789
633	text	-0.0975	-0.548	11	112	545	41	2019	0.2439	0.5145
634	text network analysis	0.2504	-0.5691	9	14	52	5	2019	0	0
635	texture	-0.6758	-0.66	7	21	128	10	2019	0.1	0.2109
636	tf idf	-0.3573	-0.828	2	53	210	13	2019	0.5385	1.1358
637	thickness	-0.6843	0.8478	10	42	148	12	2019	0	0
638	thin film electrode	0.5376	-0.6349	15	1	5	5	2019	0	0
639	thousand	0.0019	-0.2972	4	61	145	10	2019	0.5	1.0546
640	threshold	-0.139	0.3079	6	54	147	12	2019	0.25	0.5273
641	throughput	-0.1117	0.4727	4	63	313	28	2019	0.3929	0.8286
642	tiki	0.9346	-0.1434	1	10	110	5	2019	1	2.1093
643	topic modeling	0.3693	-0.5496	9	24	78	6	2019	0.3333	0.7031
644	topology	0.0448	0.4145	4	44	257	20	2019	0.2	0.4219
645	total	0.0032	-0.4841	13	64	190	12	2019	1.3333	2.8124
646	tourist	0.4248	-0.4344	12	28	170	16	2019	0.5	1.0546
647	toyota astra motor	1.2173	-0.0713	1	14	98	6	2019	0	0
648	track	0.1123	0.442	8	31	261	16	2019	0	0
649	traffic	-0.0134	0.5333	4	52	244	21	2019	0.5238	1.1049
650	transformation	0.0881	0.2946	3	66	328	25	2019	0.68	1.4343
651	translation	-0.1139	-1.0153	11	74	414	23	2019	0.1739	0.3668
652	transmitter	-0.6145	0.6646	5	30	75	7	2019	0.7143	1.5066
653	travel route	0.5954	-0.5181	12	1	6	6	2019	2	4.2186
654	tsp	0.5799	-0.5019	12	7	31	5	2019	0.4	0.8437
655	turn	0.0811	0.0935	8	42	90	8	2019	0	0
656	tweet	-0.0997	-0.8508	11	65	384	28	2019	0.4286	0.904
657	twitter	-0.044	-0.6456	9	80	366	25	2019	0.36	0.7593
658	twitter user	0.0611	-0.6378	9	33	90	6	2019	0.3333	0.7031
659	udoctor	1.2114	-0.1723	1	8	80	5	2019	0	0
660	urbandung legend	-0.3437	0.0888	3	5	65	5	2019	0	0
661	usability	0.3116	0.0756	6	31	76	11	2019	0.0909	0.1918
662	usb flash drive	-11.1168	-2.8474	16	0	0	5	2019	0	0
663	usefulness	1.0972	0.0001	1	26	58	6	2019	0	0
664	user interface	0.3274	-0.037	6	20	56	7	2019	0	0
665	uwb	-0.8388	0.8874	10	19	116	6	2019	0	0
666	validity	0.4058	-0.1919	1	53	154	7	2019	1	2.1093
667	vape smoke	-0.5343	1.0092	14	3	25	5	2019	0	0
668	variance	-0.5944	-0.3819	2	46	85	8	2019	0.5	1.0546
669	variation	-0.4171	-0.2105	2	85	235	20	2019	0.3	0.6328
670	variety	0.3074	-0.3291	8	38	91	5	2019	0.2	0.4219
671	vector machine	-0.5295	-0.6119	2	42	92	7	2019	1.8571	3.9173
672	vendor	0.6498	0.2109	1	17	48	9	2019	0.1111	0.2344
673	verb	0.2174	-0.8873	11	8	90	12	2019	0.5	1.0546
674	verse	-0.1123	-1.0827	11	39	524	26	2019	0.1538	0.3245
675	virtual classroom	0.8479	-0.4164	1	5	42	9	2019	0	0
676	visible light communication	-0.562	0.7707	5	39	177	14	2019	0.6429	1.356
677	vlc	-0.571	0.7126	5	38	157	13	2019	0.6154	1.298
678	vlc system	-0.5632	0.8009	5	19	72	5	2019	0.8	1.6874
679	vna	-0.7013	0.8646	10	16	63	5	2019	0	0
680	vocal cord	-0.3035	-0.2879	7	7	60	6	2019	0	0
681	voice	-0.7509	-0.3079	2	41	205	14	2019	1.0714	2.26
682	voip service	-0.4177	0.5926	4	16	57	5	2019	0	0
683	volt	-0.3677	0.7948	3	12	94	5	2019	0	0
684	voltage	-0.2206	0.6855	3	49	291	20	2019	0.2	0.4219
685	wall	-0.5253	0.6265	10	51	170	11	2019	0.2727	0.5753
686	water level	0.0266	0.4747	3	21	88	6	2019	0.3333	0.7031
687	watermark	-0.626	0.2068	5	18	63	6	2019	0.5	1.0546
688	weakness	-0.2191	0.1334	6	68	153	11	2019	0.6364	1.3423
689	weather	-0.1287	-0.2439	2	32	105	6	2019	0.5	1.0546
690	webcam	0.1285	0.1066	8	18	61	6	2019	0	0
691	website	0.6736	-0.2606	1	99	692	44	2019	0.2273	0.4794
692	whatsapp application	1.0272	0.136	1	6	41	6	2019	0	0
693	wireless network	-0.2575	0.5453	8	27	80	5	2019	1.2	2.5311
694	wireless sensor network	-0.292	0.4692	8	41	152	13	2019	0.6923	1.4603
695	wood	-0.6586	-0.6227	7	28	456	30	2019	0.5333	1.125
696	wood classification	-0.7167	-0.7028	7	11	135	5	2019	0	0
697	wood industry	-0.7077	-0.6998	7	17	148	6	2019	0	0
698	wood species	-0.6154	-0.5619	7	13	88	7	2019	2.2857	4.8212
699	word	-0.0756	-0.6287	11	132	1113	84	2019	0.7024	1.4815
700	worker	1.0431	0.0807	1	21	54	7	2019	0	0
701	wsn	-0.3026	0.3359	4	31	153	14	2019	1	2.1093
702	xyz	1.292	0.0304	1	10	88	10	2019	0	0
703	znoga film	0.5033	-0.4484	15	5	52	6	2019	0	0
