id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
376	chromium	-0.6745	-0.1383	12	52	239	12	2019	0.5833	0.5444
377	chs	0.707	-0.3409	3	5	119	7	2019	0	0
378	cichorium intybus	-0.2387	0.1187	5	12	88	9	2019	0	0
379	cineole	-0.9243	0.0147	1	12	180	9	2019	1	0.9332
380	cinnamon bark meal	-0.4709	0.2281	5	23	172	8	2019	0	0
381	circadian rhythm	0.2112	-0.5607	3	2	10	10	2019	0.6	0.5599
382	cirrhosis	0.7436	0.6837	16	31	244	7	2019	0.5714	0.5333
383	citizen	1.0198	-0.1491	2	7	35	7	2019	1.5714	1.4665
384	citric acid	-0.7071	-0.1769	1	47	195	14	2019	1	0.9332
385	citrus	-0.3496	0.5421	6	40	359	11	2019	0.0909	0.0848
386	classification algorithm	0.5539	-0.5999	3	23	90	6	2019	2.3333	2.1776
387	classification method	0.6868	-0.4233	15	44	349	18	2019	0.0556	0.0518
388	classification process	0.493	-0.44	3	44	129	11	2019	0.5455	0.509
389	classification result	0.5274	-0.4752	3	52	146	14	2019	0.2857	0.2666
390	classification scheme	0.5361	-0.609	3	33	298	18	2019	0.4444	0.4148
391	classifier	0.5574	-0.371	3	53	204	24	2019	0.5833	0.5444
392	clay	-0.2903	-0.2672	4	55	300	20	2019	1.3	1.2132
393	climate change mitigation	0.649	-0.1974	4	10	42	5	2019	0.2	0.1866
394	clinical isolate	-0.2483	0.6831	22	22	308	8	2019	0.625	0.5833
395	clinical management	0.7553	0.4898	2	31	72	5	2019	3	2.7997
396	clinical outcome	0.719	0.6158	13	66	287	11	2019	1.7273	1.612
397	clip	-0.0335	-0.2941	1	7	128	10	2019	0	0
398	clostridium	-0.2561	0.1696	15	29	113	5	2019	1.4	1.3065
399	cluster analysis	0.1841	0.0833	10	51	188	15	2019	0.8667	0.8088
400	cm2	-0.6048	-0.2463	1	33	118	7	2019	1.2857	1.1999
401	cmc	-0.7778	-0.0463	12	24	208	9	2019	0.5556	0.5185
402	cnn	0.4562	-0.4509	3	17	86	15	2019	0.6667	0.6222
403	cns infection	0.82	0.4618	2	2	18	6	2019	4	3.733
404	cnsl	-0.8399	-0.1109	21	8	136	8	2019	0	0
405	co edaf	-1.2518	-0.3288	9	10	89	7	2019	0	0
406	co2	-0.4672	-0.2938	11	64	231	13	2019	0.7692	0.7179
407	coal fly ash	-0.7319	-0.2866	1	21	113	6	2019	1.6667	1.5554
408	coating	-0.6346	-0.2189	7	95	352	21	2019	2.0952	1.9554
409	cobalt oxide	-0.8607	-0.335	1	11	105	5	2019	3	2.7997
410	cocoa beans fermentation	-0.4322	-0.3072	11	6	40	5	2019	0	0
411	cocoa drink	-0.5127	-0.1155	7	6	69	9	2019	0	0
412	cocoa powder	-0.5589	-0.149	7	14	50	7	2019	1.2857	1.1999
413	cod	-0.3599	-0.2594	4	41	151	12	2019	3.4167	3.1886
414	code	0.7739	-0.15	2	27	188	18	2019	1.1667	1.0888
415	code river	0.0022	-0.2729	4	10	78	7	2019	0.8571	0.7999
416	coffee intake	0.1224	0.4652	8	14	226	9	2019	2.5556	2.3849
417	cognitive diversity	1.2395	-0.0625	2	10	200	8	2019	0	0
418	cold gas efficiency	-0.3859	-0.9574	11	18	224	8	2019	1.625	1.5165
419	cold hydrolysis	-0.7496	0.1232	5	6	60	5	2019	3	2.7997
420	coliform	-0.2093	-0.1748	4	32	144	7	2019	0.2857	0.2666
421	collaborative filtering	0.501	-0.301	3	3	28	5	2019	0	0
422	collagen	-0.6364	0.6875	21	76	1049	40	2019	0.875	0.8166
423	collector	0.0092	-0.6471	4	12	75	10	2019	0.2	0.1866
424	colon	0.1424	0.6135	10	35	294	12	2019	3.0833	2.8775
425	color change	-0.6762	-0.2774	1	19	82	7	2019	0.4286	0.4
426	color stability	-0.8911	-0.1736	19	28	90	7	2019	0.4286	0.4
427	color symbol scheme	0.7344	-0.3404	15	15	232	10	2019	0	0
428	colorectal cancer patient	1.2918	0.9107	13	19	180	6	2019	1	0.9332
429	column temperature	-0.7592	-0.6072	9	37	302	8	2019	2	1.8665
430	combustion	-0.6441	-0.4134	12	37	200	15	2019	0.4	0.3733
431	commitment	0.9104	-0.0577	2	23	108	10	2019	0.4	0.3733
432	community leader	0.7806	0.1329	2	11	38	5	2019	3	2.7997
433	community member	0.6802	-0.1152	4	11	31	6	2019	0.8333	0.7777
434	compatibility	-0.3763	-0.8536	11	28	174	9	2019	0.6667	0.6222
435	competency	0.8108	-0.1417	2	32	296	35	2019	0.6571	0.6133
436	composite trombe wall	0.0206	-0.8505	3	3	63	7	2019	9	8.3992
437	compost	-0.4634	-0.1223	12	32	145	10	2019	0.9	0.8399
438	compound	-0.657	0.1558	6	435	3540	193	2019	1.3005	1.2137
439	compressive strength	-0.4175	-0.537	7	23	167	8	2019	0.5	0.4666
440	concentrate	-0.1839	0.4007	5	97	576	26	2019	0.0769	0.0718
441	concentrate supplementation	-0.093	0.4055	5	25	120	5	2019	0	0
442	condensation	-0.8231	-0.1846	1	31	87	7	2019	4	3.733
443	cone	-0.0285	-0.3702	3	17	110	6	2019	4.5	4.1996
444	confidence interval	0.8389	0.2229	13	104	375	16	2019	2.0625	1.9248
445	configuration	-0.1527	-0.57	11	74	388	44	2019	1.5909	1.4847
446	congenital heart disease	0.8597	0.2915	16	15	207	11	2019	1.1818	1.1029
447	conic	0.051	-0.3655	3	4	112	8	2019	0	0
448	consensus	0.7746	0.1346	2	23	81	10	2019	1	0.9332
449	conservation area	0.3682	-0.31	3	9	53	8	2019	0.25	0.2333
450	consultant surgeon	0.788	0.2032	2	10	85	5	2019	1	0.9332
451	contact time	-0.9875	-0.3223	1	41	165	7	2019	0.7143	0.6666
452	continuous flooding	-0.0171	-0.2237	4	15	103	5	2019	0	0
453	control diet	-0.3392	0.4482	5	34	149	5	2019	0	0
454	control group	0.0607	0.5945	8	290	1608	66	2019	0.8182	0.7636
455	control point	-0.1508	-0.3545	11	30	147	20	2019	0.15	0.14
456	control treatment	-0.5032	0.0038	7	40	155	6	2019	0.6667	0.6222
457	controlled drip irrigation system	0.1046	-0.7114	20	4	27	5	2019	0.4	0.3733
458	controlled release	-0.7973	-0.1866	1	31	71	5	2019	1.4	1.3065
459	conventional farmer	0.9667	0.1627	16	5	70	5	2019	1	0.9332
460	convolutional neural network	0.4556	-0.4525	3	18	75	10	2019	0.5	0.4666
461	coordinate	-0.0843	-0.3313	11	14	65	8	2019	0	0
462	coordination	0.6168	-0.11	2	28	254	19	2019	0.8947	0.835
463	copper	-0.3968	0.0343	21	55	268	13	2019	0.3846	0.3589
464	corn	-0.3141	0.2362	5	92	921	43	2019	0.2558	0.2387
465	corn cultivar	-0.2496	0.1447	4	16	166	6	2019	0	0
466	corn oil	-0.6948	-0.0107	1	44	170	7	2019	1.2857	1.1999
467	corn supplementation	-0.2484	0.4962	5	44	195	5	2019	1	0.9332
468	corona	0.1101	-0.5044	3	5	60	5	2019	0	0
469	corrosion	-0.5834	-0.2411	7	34	162	16	2019	2.5	2.3331
470	corrosion inhibitor	-0.6693	-0.2019	7	11	49	7	2019	3.4286	3.1997
471	corrosion rate	-0.4005	-0.3439	7	12	70	8	2019	0.875	0.8166
472	corruption	1.3707	0.0799	2	11	130	14	2019	0.7143	0.6666
473	cosmos flower	-0.1472	0.154	4	14	130	5	2019	0	0
474	cotton fabric	-1.0233	-0.2935	19	26	208	8	2019	0	0
475	courtyard	0.3536	-0.2031	4	2	12	6	2019	0	0
476	cow	-0.0343	0.4474	5	94	813	55	2019	0.1091	0.1018
477	cow milk	-0.7976	0.0649	15	6	75	5	2019	0	0
478	cox	-0.6538	0.924	14	49	269	9	2019	0.5556	0.5185
479	cpb	0.107	0.0205	16	26	179	7	2019	0.8571	0.7999
480	cpg	0.7154	-0.0625	2	4	72	12	2019	2	1.8665
481	crd	-0.2354	0.1468	4	39	83	5	2019	0.2	0.1866
482	crime	1.3264	0.0607	2	11	63	13	2019	0.0769	0.0718
483	critical role	0.1853	0.5275	14	50	148	8	2019	3.25	3.033
484	crop insurance	0.7289	-0.3581	3	6	103	7	2019	0	0
485	crop yield	0.7248	-0.3542	3	6	113	7	2019	0	0
486	cross sectional design	0.4929	0.2375	2	59	133	6	2019	0.6667	0.6222
487	crown	-0.5145	-0.0695	7	43	176	11	2019	1.4545	1.3574
488	crp	0.3078	0.6911	8	40	269	10	2019	0	0
489	crude fiber	-0.3562	0.2044	5	66	229	10	2019	1	0.9332
490	crude protein	-0.2716	0.2862	5	92	377	14	2019	0.2857	0.2666
491	crystal meth	1.2424	0.295	2	6	108	6	2019	4	3.733
492	crystallinity	-0.8896	-0.3404	1	87	386	14	2019	1	0.9332
493	crystallite size	-0.8994	-0.4044	1	41	231	9	2019	0.2222	0.2074
494	csr disclosure	1.4829	-0.0822	2	6	175	7	2019	0	0
495	cta	0.5669	-0.5903	3	14	81	7	2019	2	1.8665
496	cucurbitaceae	0.1348	0.1007	18	13	90	6	2019	3	2.7997
497	cultivar	-0.1551	0.14	4	108	1088	68	2019	0.6618	0.6176
498	curcuma longa l	-0.3574	0.4192	8	22	102	6	2019	1.6667	1.5554
499	curcuma xanthorrhiza	-0.4396	-0.0024	9	31	157	7	2019	1.2857	1.1999
500	curcumin	-0.4627	0.4702	6	79	382	18	2019	2.2778	2.1257
501	current	0.359	-0.2875	4	33	122	12	2019	1.5833	1.4776
502	current condition	0.6314	-0.5662	18	19	183	7	2019	0.1429	0.1333
503	cvda	0.5857	1.345	22	12	318	6	2019	1	0.9332
504	cwsi	0.6936	-0.6714	3	18	125	8	2019	0.125	0.1167
505	cypermethrin	1.1896	0.0791	16	9	106	6	2019	0	0
506	cyperus rotundus	-0.2255	0.1384	4	26	101	5	2019	0	0
507	cytokine	-0.1975	0.503	15	66	238	11	2019	1	0.9332
508	cytotoxic activity	-0.6169	0.6155	6	72	291	11	2019	0.8182	0.7636
509	cytotoxic effect	-0.4975	0.7879	6	64	291	9	2019	1.4444	1.348
510	cytotoxicity	-0.5884	0.6844	6	57	297	10	2019	1.7	1.5865
511	daf float	-0.7926	-0.3065	12	11	210	7	2019	1	0.9332
512	dag	-0.7078	-0.1501	7	18	141	9	2019	2.6667	2.4886
513	dairy cow	-0.2647	0.4082	5	48	200	9	2019	0	0
514	damping	0.0458	-0.6412	3	16	101	7	2019	0.1429	0.1333
515	dangling bond	-0.3737	-0.6845	11	4	70	5	2019	3	2.7997
516	dark chocolate	-0.7256	-0.1996	7	18	114	11	2019	2.0909	1.9513
517	data transmission	0.3641	-0.5821	3	3	6	5	2019	1.2	1.1199
518	dba	0.2298	-0.5787	3	17	60	7	2019	0	0
519	dbfo	0.3216	-0.43	3	5	36	5	2019	0	0
520	debate	0.8633	0.2182	4	34	75	6	2019	2	1.8665
521	decision maker	0.6851	-0.487	18	16	98	7	2019	0.1429	0.1333
522	decolorization	-0.8898	0.0474	12	6	54	6	2019	0	0
523	definition	0.3757	-0.251	3	28	120	12	2019	0.8333	0.7777
524	deflection	0.2427	-0.3426	11	28	102	10	2019	0.5	0.4666
525	delay	0.458	-0.285	3	52	160	11	2019	0.3636	0.3394
526	delphi method	0.7332	-0.0135	2	8	50	5	2019	1.6	1.4932
527	dem	0.4997	-0.5261	3	48	305	28	2019	1.6071	1.4998
528	demnas	0.5295	-0.6534	3	12	256	17	2019	0.3529	0.3294
529	dendrogram	-0.0058	0.3089	10	44	163	8	2019	0.5	0.4666
530	dengue virus	1.0546	0.1463	16	24	292	13	2019	0.6923	0.6461
531	dentifrice	-1.0274	0.0154	1	7	171	9	2019	0	0
532	denv	0.9816	0.152	16	18	267	13	2019	0.4615	0.4307
533	departure time	0.6797	-0.7444	17	6	59	6	2019	0.8333	0.7777
534	dependence	0.5483	-0.3779	3	44	109	10	2019	0.3	0.28
535	dependency	0.7198	-0.2415	3	20	59	5	2019	1.2	1.1199
536	deposit	-0.1391	-0.0896	3	40	188	20	2019	0.5	0.4666
537	depositional environment	0.4842	-0.1756	4	12	84	9	2019	0	0
538	depression	1.105	0.3703	2	17	121	9	2019	2.4444	2.2813
539	depressive symptom	1.2286	0.311	2	7	134	12	2019	4	3.733
540	deregulated market	0.4949	-0.5867	17	7	53	5	2019	3.2	2.9864
541	derivative	-0.5774	-0.1487	1	136	681	43	2019	1.5814	1.4758
542	design methodology approach	1.1155	-0.0151	2	81	283	17	2019	1.0588	0.9881
543	developed method	-0.406	-0.0661	9	77	231	11	2019	1.3636	1.2726
544	developer	0.5948	-0.359	2	16	126	14	2019	0.6429	0.5999
545	developer payroll	0.6477	-0.37	2	3	75	5	2019	0	0
546	dhikr therapy	0.8959	0.5629	2	5	144	8	2019	1	0.9332
547	di1	-0.4158	-0.7346	11	5	80	5	2019	3	2.7997
548	di2	-0.417	-0.7348	11	5	80	5	2019	3	2.7997
549	diabetes mellitus	0.1597	0.5865	8	93	410	18	2019	0.8889	0.8295
550	diabetic rat	0.0214	0.6531	8	44	166	7	2019	0.1429	0.1333
551	diarrhea	0.0037	0.4888	15	50	311	16	2019	0.5625	0.5249
552	dichloromethane	-0.6254	0.3861	6	43	140	5	2019	0.4	0.3733
553	dieng plateau	0.0917	-0.3825	4	21	116	6	2019	0	0
554	diet	-0.2099	0.4125	5	208	1152	46	2019	0.5652	0.5275
555	dietary	1.2696	0.93	13	25	237	6	2019	3.5	3.2663
556	dietary intake	0.0718	0.4019	8	20	53	5	2019	1.4	1.3065
557	dietitian	1.1075	0.1264	2	8	156	6	2019	0	0
558	differentiation	-0.2929	0.2913	9	82	218	13	2019	2.1538	2.0101
559	diffusion coefficient	-0.7885	-0.2747	1	23	222	11	2019	4.2727	3.9875
560	diffusion process	0.5836	-0.4391	17	4	36	9	2019	1.6667	1.5554
561	digestibility	-0.5193	0.2794	5	103	1125	47	2019	0.2128	0.1986
562	digital image processing	0.4303	-0.4459	3	20	49	5	2019	0.2	0.1866
563	dii score	0.077	0.5985	8	12	144	6	2019	4	3.733
564	dilution	0.5443	0.3997	2	48	207	7	2019	1	0.9332
565	dimensional analysis	-0.1845	-0.4182	11	14	49	5	2019	3.4	3.173
566	dimethylthiazol	-0.5047	0.709	6	70	155	5	2019	0.6	0.5599
567	diphenyl	-0.6494	0.2558	6	49	117	5	2019	0.2	0.1866
568	direct observation	0.6206	0.0483	4	23	61	5	2019	0.8	0.7466
569	disaster preparedness	0.6966	-0.1554	4	9	36	6	2019	0.3333	0.3111
570	discourse	0.8148	-0.1647	2	13	75	10	2019	0.5	0.4666
571	discriminant analysis	0.027	-0.4079	9	95	444	16	2019	2.25	2.0998
572	discrimination	0.1045	-0.3473	9	66	227	11	2019	1.0909	1.0181
573	dispersion	-0.6241	-0.2984	1	72	252	11	2019	1.2727	1.1878
574	display	0.365	-0.4704	3	14	71	13	2019	0.4615	0.4307
575	dissemination	0.4502	0.3645	14	47	134	10	2019	3.3	3.0797
576	dissolution	-0.5538	-0.3365	11	49	342	13	2019	0.9231	0.8615
577	distribution network	0.6198	-0.5202	4	16	84	6	2019	0.1667	0.1555
578	distribution system	0.5005	-0.7012	17	17	78	9	2019	0.6667	0.6222
579	divacancy	-0.3985	-0.7077	11	7	120	9	2019	2.3333	2.1776
580	diversity index	0.1268	-0.303	4	13	120	10	2019	0	0
581	diy province	0.9003	-0.3595	4	9	81	5	2019	0	0
582	dl integral	5.934	-8.3345	27	0	0	6	2019	0	0
583	dmrt	-0.3059	0.2115	5	59	163	6	2019	0.3333	0.3111
584	dna	0.1061	0.3028	10	142	772	43	2019	1.1395	1.0635
585	dna probe	0.3414	0.4854	10	3	40	5	2019	0	0
586	documentation	0.8214	0.1173	2	34	133	10	2019	0.7	0.6533
587	dogmatism	1.401	0.0262	2	7	112	7	2019	2	1.8665
588	dome	0.0584	-0.3744	3	18	88	10	2019	7.9	7.3726
589	domestic organic waste	-0.7638	-0.0568	5	8	72	6	2019	0	0
590	dominant ion	-0.1975	-0.0633	7	5	36	6	2019	0	0
591	dosage	0.0447	0.0166	4	59	173	14	2019	0.5714	0.5333
592	dox	-0.524	0.8835	6	17	294	7	2019	1	0.9332
593	doxorubicin	-0.3797	0.7275	6	69	299	10	2019	1.1	1.0266
594	dpph	-0.6957	0.2603	6	70	329	13	2019	1.2308	1.1486
595	dr sardjito hospital	0.4383	0.2956	11	63	166	10	2019	0.7	0.6533
596	drinking water	-0.105	-0.0644	4	57	170	8	2019	0.625	0.5833
597	droplet	-0.7134	-0.4747	1	14	44	6	2019	1	0.9332
598	drought monitoring	0.7027	-0.7029	3	16	164	8	2019	0.75	0.6999
599	drug delivery system	-0.8077	-0.0566	1	46	167	8	2019	1.25	1.1665
600	drug management activity	0.8035	-0.8302	20	5	119	7	2019	0	0
601	drug release	-0.7605	-0.0901	1	40	150	8	2019	1.375	1.2832
602	dry field	-0.0107	-0.1106	4	10	20	5	2019	0	0
603	dry ice	-0.4592	-0.8081	17	5	65	5	2019	0	0
604	dry matter	-0.3369	0.225	5	141	855	35	2019	0.2	0.1866
605	dry weight	-0.1926	0.0971	4	52	249	15	2019	0	0
606	dsg1	-0.0331	0.3182	18	4	75	5	2019	1	0.9332
607	dsm	0.4958	-0.6117	3	22	310	21	2019	0	0
608	dssc	-0.625	-0.352	1	8	144	8	2019	1	0.9332
609	dtm	0.5632	-0.6613	3	10	292	20	2019	0	0
610	dual channel pvt air collector	0.0102	-0.6739	4	1	10	5	2019	1	0.9332
611	duncan	-0.2486	0.2587	5	109	448	20	2019	0.05	0.0467
612	durability	-0.1782	-0.5943	7	16	71	7	2019	0.1429	0.1333
613	dysarthria	0.3789	-0.4821	3	5	55	5	2019	0	0
614	e coli	-0.2932	0.1252	1	40	114	7	2019	0.2857	0.2666
615	e coli bacterium	-0.0806	-0.0651	2	19	90	7	2019	0.1429	0.1333
616	e coli lps	-0.0354	0.5759	15	16	200	5	2019	0	0
617	e government	0.9368	-0.186	2	6	44	6	2019	1.6667	1.5554
618	e nose	0.4148	-0.3639	3	20	83	8	2019	1.75	1.6332
619	e pellita	-0.4918	-0.0718	1	10	78	8	2019	1.25	1.1665
620	e warong	0.6469	-0.4534	4	9	90	6	2019	0	0
621	early detection	0.4671	-0.1483	3	42	78	8	2019	0.875	0.8166
622	earthworm	0.1044	-0.34	4	4	130	10	2019	0	0
623	east java province	0.5978	-0.5229	20	42	177	10	2019	1.1	1.0266
624	eastern part	0.3525	-0.3508	3	31	163	9	2019	2.5556	2.3849
625	eating	0.065	0.4502	5	6	50	5	2019	0	0
626	ebn	-0.4327	-0.241	9	5	30	5	2019	0	0
627	ebsco	1.2345	0.9175	13	41	270	6	2019	3.6667	3.4219
628	ecg	0.8603	-0.1902	3	16	76	6	2019	0.5	0.4666
629	ecg criterium	0.8463	-0.2659	3	7	132	6	2019	0	0
630	ecotourism	0.4348	-0.2596	18	10	56	11	2019	0	0
631	edamame	-0.7096	0.0575	7	5	80	8	2019	0	0
632	edge	0.1857	-0.3788	3	31	135	15	2019	0.4667	0.4355
633	edge section	-0.115	-0.0684	5	9	100	5	2019	0	0
634	edx	-0.7572	-0.3189	1	72	147	8	2019	3.125	2.9164
635	eeg	0.4074	-0.5104	3	8	41	7	2019	1	0.9332
636	eeg signal	0.4869	-0.4907	3	10	95	11	2019	0.9091	0.8484
637	effective color symbol scheme	0.7338	-0.3536	15	12	220	8	2019	0	0
638	efficacy	0.6345	0.3953	16	148	547	27	2019	1.3704	1.2789
639	egf	-0.3966	0.8575	6	26	206	6	2019	0	0
640	egfr	0.178	0.6352	14	25	120	6	2019	0.3333	0.3111
641	egg yolk	-0.0641	0.6474	5	26	131	9	2019	0	0
642	eggplant	0.0681	0.2843	10	22	119	8	2019	1.125	1.0499
643	eggshell	-0.9519	-0.3474	1	26	346	10	2019	0	0
644	ehealth	0.7407	0.1475	2	3	28	7	2019	0	0
645	eid al adha	0.8353	-0.0932	23	12	123	6	2019	0.5	0.4666
646	eid al adha period	0.86	-0.0954	23	10	115	5	2019	0.4	0.3733
647	eimeria spp	0.2259	0.268	15	12	56	13	2019	0.9231	0.8615
648	elderly patient	0.6728	0.2885	2	41	101	5	2019	0	0
649	ele	-0.4726	0.6759	6	10	90	5	2019	0	0
650	election	0.9941	-0.1168	2	12	100	16	2019	0.375	0.35
651	electric vehicle	0.389	-0.7446	17	3	12	6	2019	0.1667	0.1555
652	electrical energy	0.0303	-0.5519	4	20	69	6	2019	0.6667	0.6222
653	electron	-0.6404	-0.2175	7	25	89	7	2019	3.1429	2.933
654	electron microscopy	-0.7378	-0.2455	1	124	350	15	2019	2.9333	2.7375
655	electronic database	0.8603	0.3102	2	36	108	7	2019	23.1429	21.5978
656	electronic nose	0.3924	-0.1038	3	37	277	17	2019	1.2353	1.1528
657	electrophoresis	-0.3225	0.2449	9	63	162	10	2019	0	0
658	electrostatic interaction	-0.934	-0.2574	1	44	130	6	2019	2.8333	2.6442
659	elisa	-0.0881	0.711	6	126	396	17	2019	1	0.9332
660	elongation	-0.2722	-0.2853	3	32	106	7	2019	0.4286	0.4
661	empirical evidence	1.0289	0.0844	2	21	65	8	2019	3.25	3.033
662	empirical study	0.9313	-0.1751	2	19	74	7	2019	1	0.9332
663	emt	0.1097	0.4248	14	60	267	10	2019	1.9	1.7732
664	emulsion	-0.8271	-0.1684	1	39	229	10	2019	1.2	1.1199
665	encapsulation	-0.7899	-0.1134	1	33	142	8	2019	0.5	0.4666
666	endometriosis	-0.2405	1.3681	24	13	408	16	2019	2.0625	1.9248
667	endometriotic tissue	-0.2419	1.3959	24	13	189	6	2019	2	1.8665
668	endothelin	0.4144	0.9565	8	35	337	11	2019	0.8182	0.7636
669	engine	0.0265	-0.6702	7	35	252	30	2019	0.9333	0.871
670	english	0.7706	0.1362	2	64	161	10	2019	7.5	6.9993
671	eno	-0.1636	1.0657	8	50	289	6	2019	1	0.9332
672	entrapment efficiency	-0.9954	-0.1754	1	27	180	7	2019	1.5714	1.4665
673	environmental degradation	-0.0401	-0.1974	4	20	77	7	2019	0.8571	0.7999
674	environmental issue	0.7146	-0.15	4	7	34	5	2019	0	0
675	epilepsy	0.5069	-0.4642	3	20	95	9	2019	0.6667	0.6222
676	episode	0.7326	0.2857	13	39	256	9	2019	1.5556	1.4517
677	eps	-0.402	0.6835	8	20	123	7	2019	1	0.9332
678	equality	0.9319	-0.2941	4	22	72	10	2019	1	0.9332
679	equipment	-0.4333	-0.357	7	70	315	22	2019	1	0.9332
680	error rate	0.5143	-0.5264	3	19	85	10	2019	0.7	0.6533
681	eruption	0.3875	-0.3107	3	33	373	33	2019	3.6061	3.3653
682	escherichia coli	-0.3463	0.1786	15	121	338	19	2019	0.6316	0.5894
683	ess	0.2517	-0.7624	17	6	143	13	2019	0	0
684	essential oil	-0.6044	0.0466	1	74	460	27	2019	1.8519	1.7282
685	essential oils blend	-0.2985	0.2898	5	13	120	5	2019	0	0
686	ester	-0.7451	0.2825	6	70	303	13	2019	1.3846	1.2922
687	esterification	-0.7953	-0.1053	1	23	134	6	2019	0.8333	0.7777
688	estimation model	6.4426	-8.0127	28	0	0	5	2019	0	0
689	estradiol	-0.4172	0.6771	6	49	199	7	2019	0.8571	0.7999
690	estrogen	-0.3505	0.7064	8	34	153	9	2019	0.2222	0.2074
691	estrus	0.0257	0.3354	5	8	61	8	2019	0	0
692	eta	0.0006	-0.3639	4	15	123	9	2019	0	0
693	ethanol	-0.7169	0.1342	6	154	700	37	2019	0.8649	0.8071
694	ethanolic turmeric	-0.2303	0.5544	8	10	126	6	2019	5	4.6662
695	ethic	0.9429	-0.0388	2	28	179	10	2019	0.9	0.8399
696	ethical problem	0.9187	0.0488	2	5	70	7	2019	1	0.9332
697	ethnic group	0.5344	0.1837	15	11	97	7	2019	5	4.6662
698	ethyl acetate	-0.7244	0.199	6	70	350	13	2019	1.8462	1.7229
699	ethyl acetate fraction	-0.6561	0.3535	6	56	290	10	2019	1.2	1.1199
700	etm	0.7081	-0.7054	3	15	218	9	2019	0.4444	0.4148
701	etv4	0.0604	0.5613	14	28	214	7	2019	6.4286	5.9994
702	evacuation dynamic	0.7137	-0.1748	2	8	105	5	2019	0	0
703	evacuation route	0.7007	-0.1495	4	10	23	13	2019	0.2308	0.2154
704	evl	1.0652	0.6505	16	13	360	8	2019	0	0
705	evoo	-0.2644	-0.6019	9	31	467	11	2019	1	0.9332
706	exon	0.1539	0.5226	10	16	55	5	2019	0.8	0.7466
707	expression	0.0881	0.7893	14	263	3656	130	2019	1.4615	1.364
708	expression level	-0.1444	0.5678	14	82	284	9	2019	2.6667	2.4886
709	extracellular s100a8	0.0818	0.661	14	38	150	5	2019	4.2	3.9196
710	extract	-0.6042	0.265	6	228	1533	73	2019	1.137	1.0611
711	f1 score	0.595	-0.3858	3	21	45	6	2019	0.8333	0.7777
712	fabric	-1.0265	-0.2942	19	26	187	7	2019	0	0
713	factorial design	-0.8925	-0.1713	1	64	261	14	2019	1.2857	1.1999
714	faculty	0.0162	0.0659	5	90	312	19	2019	0.2105	0.1965
715	faloak bark	-0.4557	0.47	6	20	85	5	2019	1.4	1.3065
716	fam13a	0.1248	0.6262	14	9	91	7	2019	0	0
717	family history	1.3275	0.9353	13	23	318	6	2019	2	1.8665
718	family member	0.6425	-0.3535	2	52	186	9	2019	1	0.9332
719	fan	0.0733	-0.7497	3	26	134	10	2019	3.6	3.3597
720	farmer household	0.6513	-0.3767	2	5	55	5	2019	0	0
721	farming	0.6859	-0.0861	2	82	605	47	2019	0.1064	0.0993
722	farmland	-0.0779	-0.0292	4	32	73	6	2019	0.3333	0.3111
723	fat	-0.4314	-0.0228	9	107	385	14	2019	0.9286	0.8666
724	fat content	-0.5391	-0.1196	7	64	267	17	2019	1.5882	1.4822
725	fat ratio	-0.6872	-0.154	7	18	93	5	2019	4.8	4.4796
726	fatigue	-0.1687	-0.223	7	24	68	6	2019	0.8333	0.7777
727	fatigue crack growth rate	-0.6589	-0.4995	7	7	120	8	2019	1.5	1.3999
728	fatty acid	0.0755	0.3342	13	184	949	33	2019	2.1818	2.0362
729	fault	0.1505	0.0952	7	14	81	31	2019	1.871	1.7461
730	fbm	2.5203	-1.2049	25	3	48	8	2019	0	0
731	fcr	-0.2124	0.5287	5	55	323	11	2019	0.2727	0.2545
732	fdl	1.3843	1.0008	13	13	135	5	2019	0	0
733	fdm	-0.0922	-0.114	7	10	109	8	2019	0.125	0.1167
734	fe3o4	-0.9093	-0.3676	1	36	119	5	2019	0.8	0.7466
735	fea	-0.3006	-0.4516	11	15	44	7	2019	0.7143	0.6666
736	fecal sample	0.0658	0.168	15	23	112	8	2019	2	1.8665
737	fece	-0.0189	0.1533	15	63	168	9	2019	1.2222	1.1406
738	feed	-0.2978	0.29	5	175	1125	57	2019	0.6667	0.6222
739	feed additive	-0.4267	0.3129	5	51	229	10	2019	0	0
740	feed conversion	-0.1977	0.4591	5	36	141	6	2019	0	0
741	feed conversion ratio	-0.2688	0.4973	5	49	186	7	2019	0	0
742	feed cost	-0.1212	0.5298	5	23	210	7	2019	0	0
743	feed form	-0.2771	0.4375	5	13	104	6	2019	0	0
744	feed intake	-0.2309	0.4249	5	79	291	11	2019	0	0
745	feeder	0.509	-0.7291	17	18	168	16	2019	0.25	0.2333
746	feedstock	-0.4583	-0.8246	11	44	233	9	2019	5.5556	5.1847
747	fermentation	-0.6309	0.0495	5	111	631	40	2019	0.775	0.7233
748	fermi level	-0.3612	-0.5544	11	12	50	5	2019	3.2	2.9864
749	fertilization	-0.2482	0.0086	4	32	187	16	2019	0	0
750	ffd	-0.9334	-0.1576	1	8	60	5	2019	2	1.8665
751	fft	0.1356	-0.5521	3	13	57	6	2019	0.1667	0.1555
752	fibroblast	-0.2027	0.6381	6	41	425	16	2019	0.4375	0.4083
